"Name","Pos","Coach","MP.nba","EXP","Age","SOS","X2PA.nba","X3PA.nba","FTA.nba","TRB.nba","AST.nba","STL.nba","BLK.nba","TOV.nba","PF.nba","PTS.nba","X2PER.nba","X3PER.nba","FTR.nba","ATO.nba","X2PA","X3PA","FTA","TRB","AST","STL","BLK","TOV","PF","PTS","X2PER","X3PER","FTR","ATO"
"Chauncey Billups",1.5,"Ricardo Patton",8154,2,20.2657534246575,6.24,-0.80111321251361,1.45599714707286,0.296561153863563,-1.15593373297179,1.346287091762,0.272011212773986,-0.751781242541794,0.311252829660638,-0.731746066802963,0.530062749853404,-0.533494989404364,0.483014676143472,0.0346690339759794,1.4532224464949,-1.00259849844316,1.55094280181915,1.32489382022979,-0.647805165682466,1.43734581479425,1.56806098733449,-0.853173213083508,0.75034706376927,-0.956128491141924,0.826355935524627,-1.80452843631852,0.628465049371426,0.837110166996421,1.0718542777251
"Cherokee Parks",4.66666666666667,"Mike Krzyzewski",3533,4,22.2219178082192,11.89,-0.195752580430406,-0.888231821850074,-0.262810027430682,0.9446519688513,-0.868203074295399,-0.303374235383156,1.29850185758417,-1.35945576520984,0.847540071564074,-0.702197798019108,0.500326434003674,NA,0.181755486806831,-0.543187364612331,0.541238189215059,-0.166241036914706,-0.510989231448485,0.63870085429293,-0.809000269922128,-0.997476982612975,0.539176647618261,-1.08957612138082,-0.718187839236743,0.184302948162159,0.109757801715762,0.11108844770656,-0.716215468046911,-0.574456460944631
"Chris Andersen",4.66666666666667,NA,2198,1,19.4849315068493,NA,-0.104521924618918,-0.983232527032094,0.71400118967416,1.69354146215359,-0.852656094139649,-0.0188779543788379,3.53921607995455,-0.338195720128279,0.101181198691716,-0.897734394036221,-0.845508531949273,NA,1.27103338889176,-0.962776043736898,-3.41620233407784,-1.20622561530281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Bosh",4.85714285714286,"Paul Hewitt",18815,1,18.772602739726,7.94,1.6438587513207,-0.869877772970361,2.63341001706924,1.13351003534235,-0.375360732081741,-0.947612396787635,0.545408184260389,-0.0739815832673485,-1.02183679619349,1.97788377525733,0.735894628963864,NA,1.44442955390654,-0.410440887801604,-0.241552243963757,-0.55321204282656,0.388953440942827,0.8917840057635,-0.845231658385295,-0.586990907421381,1.07469582481125,-0.218033559993936,-0.162992984791317,-0.161417891186863,0.850273000655256,1.91257436374887,0.960700169920644,-0.890834053983011
"Chris Carr",2.14285714285714,"Rich Herrin",4196,3,20.8054794520548,3.34,0.370646519573221,0.853758829739014,-0.0655263526624788,-0.335955873231598,-0.222741918048879,-0.938451757818114,-0.53421716167691,0.449722591276278,0.0428603432741385,0.751552576768645,-0.266161531836213,-0.0568320660078936,-0.556568248062694,-0.436291625926995,1.41100533719152,0.0756158417802023,0.85692363058631,0.132534551351791,-0.337992219900953,0.336602761759706,-0.531861706767715,1.04086125089823,0.471515420289168,1.3860944373278,-0.466344608826863,0.508534085104099,-0.184595999368979,-0.664913094937473
"Chris Corchiani",1,"Les Robinson",1313,4,22.7616438356164,9.34,-1.13141989937342,0.0530979953592268,0.689195297143875,-0.993141999122262,1.97083220317803,1.9125421781123,-0.8934702746576,1.66407238895439,0.381740898583696,-0.519189445841452,0.279779794715993,-1.1569380329453,1.52805126011657,1.09892993539428,-1.2635286428361,0.341658408344602,-0.402996110761528,-1.68122803418729,3.53876634565795,2.08116858132398,-0.906725130802807,1.33137543802719,-0.083679434156257,-0.787007981437473,-0.0250540418287234,0.158962581302171,0.278787419792105,2.53439522312516
"Chris Crawford",4,"Mike Deane",2609,4,21.6356164383562,3.18,0.516023379428509,-0.437425934687639,0.474759526647689,-0.554806394083305,-0.744275342124849,-0.790323919440881,-0.0511576900634465,0.113154303990225,0.563604560751462,0.237999585444762,-0.290243353075683,NA,0.238388009028317,-0.944291713952746,0.106354615226828,0.0514301539107115,-0.366998403865875,-0.331451226344254,-0.664074716069458,-0.279126351027685,-0.264102118171221,-0.121195497617615,0.788769622829411,-0.112029199851289,-0.466344608826863,0.317315484733813,-0.470706331117302,-0.706264699048487
"Chris Douglas-Roberts",2.66666666666667,"John Calipari",3199,3,20.9780821917808,5.76,0.324003724794024,-0.392967352715626,-0.022941676784619,-0.90040990042379,-0.343745479060583,-0.208963742146388,-0.437264836560474,-0.563889158012178,-1.17801152848916,0.10198972882945,0.102938788028067,NA,-0.117436771611585,-0.109829489720026,0.476005653116824,0.0756158417802023,0.7129328030037,-0.77434674141775,-0.410454996827287,0.131359724163909,-0.478309789048416,-0.314871622370256,-0.876814940506864,1.00744780375507,0.851610347135177,0.819264310705812,0.219166982061586,-0.346505743282668
"Chris Duhon",1,"Mike Krzyzewski",7728,4,21.3342465753425,10.86,-1.94344147384954,1.19807286201001,-1.19057467792502,-1.06612152572961,1.76272744343535,0.188923819956711,-0.955073441947534,-0.433914426674708,-0.830604110889246,-1.04271401132114,-0.718266086078295,0.474637348783145,-0.784957191642864,2.90348408768767,-1.4592262511308,-0.214612412653688,-1.84290438658763,-1.11179094337851,1.79965969942592,1.15757491214289,-0.799621295364209,0.0724806271350266,-0.956128491141924,-2.16989133883356,-0.272176759347683,-1.19669276271018,-1.01265165794068,1.92708063547561
"Chris Garner",1,"Larry Finch",442,4,21.9095890410959,6.46,-0.898651427512309,-0.164396639517927,-1.7319909880509,-1.22277142121036,1.17755313254781,2.55512935214904,-0.481119767298014,0.866845651880106,1.29265877819862,-2.19572900488777,-2.89207177898892,-2.63254303247037,-1.44622174978337,0.847955520348664,-2.00283071861609,-0.021126909697761,-2.67085164518764,-1.44923514533927,1.07503193016257,NA,NA,NA,NA,-2.71316694352488,0.743470453312649,-1.31145723627736,-2.09881955496629,NA
"Chris Gatling",4,"Tom Young",1860,3,23.3260273972603,-0.25,1.2665546601789,-0.934839331706134,1.85847528698059,1.35291744427004,-0.919034486278524,0.646089486936692,1.34159876658722,0.953426189992475,1.46980827431679,1.616257880391,1.85149363433007,NA,1.15084257565779,-1.29536187028795,1.47623787328976,-1.18203992743332,1.72086859608197,1.71430424804285,-1.1713141545538,1.15757491214289,1.55666308428494,0.65350900139295,1.02671027473459,1.40255733443966,1.66950173544413,NA,1.15367809313878,-1.37119849315359
"Chris Herren",1,"Jerry Tarkanian",1005,4,23.2602739726027,3.66,-2.21874411782748,1.18653907480193,-1.16128330089021,-1.34320356099587,1.61831526879507,-0.304611793969155,-0.946170903348333,0.0277013634037489,0.251600739177412,-1.54237194804218,-2.0585897556019,-0.0582508182779442,-0.597656481548868,2.07411119573006,-1.61143550202668,0.922114917212383,-0.87096630040501,-1.80776960992258,3.35760940334211,-0.381747869825584,-0.906725130802807,0.944023188521911,0.392201869654108,-1.18211751212207,-1.62433359066053,0.346106921721384,-0.395611621804738,2.69939099801896
"Chris Hunter",5,"Tommy Amaker",783,4,21.4849315068493,7.04,0.154897776714465,-0.939735852138864,-0.231434109145941,0.57916007854499,-0.599275105179781,-1.32048358408333,1.18447646069917,-1.26021765891438,1.70254341617915,-0.214281474573363,1.02024005409265,NA,0.0052105809007793,-0.0558383845449526,-0.480738209657284,0.414215471953075,-0.474991524552833,0.111444288729243,-1.20754554301697,-0.381747869825584,0.753384318495457,0.459832876640308,2.29572708489556,-0.474212936312168,-0.272176759347681,-1.1007702176391,-0.422196346678779,-1.38856616688021
"Chris Jefferies",2.66666666666667,"Jerry Tarkanian",861,3,21.8794520547945,5.2,-0.859552365284319,1.00561195042206,-0.613580517143833,-0.939037288985671,-0.852380181328227,-0.482251527801144,0.287178954762387,0.724106052094632,-0.0144590478128469,-0.415363880882157,-1.17717469219656,0.629659299328517,-0.594121894048826,-1.19389295248507,-0.937365962344927,0.970486292951364,0.676935096108048,-0.373631751589348,0.0605530531938876,-0.381747869825584,0.057209388144572,-0.411709684746577,-0.083679434156257,-0.309583965193586,-0.926215831277554,-0.34424775626949,0.627491828703377,0.27026933649622
"Chris Kaman",5,"Jay Smith",10294,3,20.6767123287671,1.79,0.389708521868636,-1.01538351068297,0.00906912390675336,1.55836052633554,-0.714192074791598,-1.34391547791645,1.47456651396528,0.680352166143092,-0.0359121566344028,-0.12398571844057,0.537476948074006,NA,0.138465133654096,-1.0397719668657,0.97612176320329,-1.20622561530281,1.90085713056023,1.58776267230757,-0.91769443531163,-1.30534153900667,1.71731883744284,2.59027024891936,0.550828970924229,1.13915098064993,1.69641609081748,NA,1.816872346817,-1.32653876071369
"Chris Mihm",4.83333333333333,"Rick Barnes",6834,3,20.4602739726027,9.61,0.682189728515253,-0.998363474952288,0.635361344666747,1.30002651977443,-1.10119424867911,-1.39889859332244,1.5167695614475,0.0551105989569971,1.0224695902775,0.0780751624741267,0.0181312131056419,NA,0.539269969061437,-1.37777997581657,1.21530772889682,-1.01274011234689,1.4688846478124,1.62994319755266,-1.20754554301697,-1.71582761419826,1.77087075516213,0.266156751887667,0.550828970924229,0.645264067294187,-0.015109465671021,NA,1.03060401772846,-1.36968826065562
"Chris Mills",3,"Lute Olson",4836,4,22.9315068493151,8.28,-0.25442998848074,0.335590419384813,-0.427830871007544,-0.168215995728044,-0.393050220630182,-0.759722225744775,-0.168615590937771,-0.99007904710885,-0.260275116343705,-0.0759713644751289,-0.38065963783457,0.630737611474835,-0.46798880095005,0.113291118068157,0.389028938319178,0.486772535561547,-0.834968593509358,0.364527440199813,-0.482917773753622,-0.484369388623482,-0.531861706767715,0.0724806271350266,-0.242306535426379,0.908670421083918,0.0828730225571069,1.98228315510079,-1.15442858237486,-0.559654466291257
"Chris Paul",1,"Skip Prosser",15761,2,19.6547945205479,10.27,0.661045314143286,0.190811169283808,1.26224392992578,-0.644080878542024,3.52210551885631,2.61596867952243,-0.931500790195432,0.351662841372934,-1.07527502069332,1.51407833420433,0.712802190276548,0.529574556504177,0.534421400607605,3.93594488420274,-1.00259849844316,-0.021126909697761,0.172967199568913,-0.94306884239813,2.23443636098393,1.56806098733449,-0.906725130802807,0.169318689511347,-0.242306535426379,-0.721156392990041,-1.4896616533793,1.71340638845768,1.02556511536565,2.30688885384071
"Chris Porter",3,"Cliff Ellis",1147,2,21.6465753424658,8.2,1.67249313059819,-0.953437965449582,0.658172410169987,-0.0838078860532581,-0.488725412011885,0.555735734803242,-0.784489080040693,-0.53716307426641,-0.294784758444646,0.208097792406448,-1.19465823179568,NA,-0.00305149221587355,-0.34674522981778,1.49798205198917,-0.891811672999432,0.748930509899353,0.72306190478312,-0.77276888145896,1.87592554372818,-0.585413624487014,-0.0243574352412945,0.868083173464472,0.184302948162159,-0.852962008232311,NA,0.153539840770116,-0.853399476466745
