"par","ego","crnt"
"Bob Zuffelato","Greg White",0
"Greg White","Gregg Marshall",1
"Butch Estes","Gregg Nibert",1
"Steve McClain","Heath Schroyer",0
"Mack McCarthy","Henry Dickerson",0
"Dale Brown","Homer Drew",0
"Stu Jackson","Howard Moore",1
"Nick Macarchuk","Howie Dickenman",1
"Johnny Orr","Jack Leaman",0
"Gerald Myers","James Dickey",1
"Tony Barone","James Green",1
"Jeff Capel II","James Johnson",1
"Larry Hunter","James Jones",1
"Jerry Pimm","Jamie Dixon",1
"Tony Shaver","Jamion Christian",1
"Roy Skinner","Jan Van Breda Kolff",0
"Matt Doherty","Jason Capel",1
"Dan Fitzgerald","Jay Hillock",0
"Ernie Kent","Jay John",0
"Homer Drew","Jay Spoonhour",1
"Rollie Massimino","Jay Wright",1
"Larry Hunter","Jayson Gee",1
"Dave Magarity","Jeff Bower",1
"Eddie Biedenbach","Jeff Bzdelik",1
"Jeff Capel II","Jeff Capel III",0
"Stew Morrill","Jeff Jackson",0
"Jerry DeGregorio","Jeff Jones",1
"Alan LeForce","Jeff Lebo",1
"Kelvin Sampson","Jeff Meyer",0
"Pat Dennis","Jeff Neubauer",1
"Steve Vacendak","Jeff Reynolds",0
"Al Skinner","Jerry DeGregorio",0
"Joe Harrington","Jerry Dunn",0
"Dave Odom","Jerry Wainwright",0
"Jim Dutcher","Jessie Evans",0
"Digger Phelps","Jim Baron",1
"Roy Danforth","Jim Boeheim",1
"Hank Raymonds","Jim Boylan",0
"Thomas Penders","Jim Christian",1
"Rick Majerus","Jim Crews",1
"Don Harnum","Jim Engles",1
"Lefty Driesell","Jim F.X O'Brien",0
"Jay Lawson","Jim Ferry",1
"Dick Harter","Jim Haney",0
"Gary Cunningham","Jim Harrick",0
"Dom Perno","Jim J. O'Brien",0
"Dick Versace","Jim Les",1
"Jack Hartman","Jim Molinari",1
"Joey Meyer","Jim Platt",0
"E.A. Diddle","Jim Richards",0
"Jim Crews","Jim Whitesell",0
"Scotty Robertson","Jim Wooldridge",1
"Jack Bruen","Jimmy Patsos",1
"Perry Clark","Jimmy Tillette",0
"Lou Watson","Joby Wright",0
"John Kuester","Joe Dooley",1
"Steve Lappas","Joe Jones",1
"Lefty Ervin","Joe Mihalich",1
"Bill Carmody","Joe Scott",1
"Mike Lonergan","John Becker",1
"Richard Williams","John Brady",1
"Paul Evans","John Calipari",1
"Ernie Kent","John Cooper",1
"John Leonard","John Dunne",1
"Speedy Morris","John Gallagher",1
"Herb Sendek","John Groce",1
"Lou Goetz","John Kuester",0
"Gordon Chiesa","John Leonard",0
"Alan LeForce","John Shulman",0
"Bill Carmody","John Thompson",1
"Melvin Taube","John Wooden",0
"Tic Price","Johnny Jones",1
"Dave Strack","Johnny Orr",0
"Ron Hunter","Joseph Price",1
"John Calipari","Josh Pastner",1
"Ed Schilling","Kareem Richardson",1
"Dan Hipsher","Keith Dambrot",1
"Jim Wooldridge","Keith Richard",1
"Len Stevens","Kelvin Sampson",0
"Wayne Tinkle","Ken Bone",1
"Lute Olson","Ken Burmeister",1
"Dennis Felton","Ken McDonald",0
"Gary Garner","Keno Davis",1
"Tim Floyd","Kermit Davis",1
"Randy Monroe","Kevin Baggett",1
"Lou Goetz","Kevin Eastman",0
"Dana Altman","Kevin McKenna",0
"Dave Calloway","Kevin Nickelberry",1
"Ron Rainey","Kevin O'Neill",0
"John Hiller","Kevin Porter",0
"Roy Williams","Kevin Stallings",1
"Fran McCaffery","Kirk Speraw",0
"Joe B. Hall","Kyle Macy",0
"Hank Egan","Kyle Smith",1
"Hank Iba","Larry Brown",1
"Steve Steinwedel","Larry Davis",0
"Tim Floyd","Larry Eustachy",1
"Gene Bartow","Larry Finch",0
"James Snyder","Larry Hunter",1
"Don Holst","Larry Krystkowiak",1
"Jerry Pimm","Larry Shyatt",1
"Fred Hobdy","Larry Wright",0
"Tay Baker","Lee Rose",0
"Paul Westhead","Lefty Ervin",0
"Jim Les","Lennox Forrester",1
"Mark Few","Leon Rice",1
"Bob Staak","Leonard Drake",0
"Joe B. Hall","Leonard Hamilton",1
"James Oliver","Lewis Jackson",1
"Pete Strickland","Lewis Preston",1
"Paul Mooney","Lou Rossini",0
"Pete Gillen","Louis Orr",1
"Joe B. Hall","Lynn Nance",0
"Sonny Smith","Mack McCarthy",0
"Tom Herrion","Mark Byington",1
"Dan Monson","Mark Few",1
"Lynn Nance","Mark Fox",1
"Walt Hazzard","Mark Gottfried",1
"Bruce Parkhill","Mark Schmidt",1
"Mike McConathy","Mark Slessinger",1
"Bob Reinhart","Mark Slonaker",0
"Roy Williams","Mark Turgeon",1
"Jim Valvano","Marty Fletcher",0
"Tony Fuller","Marty Wilson",1
"Mike Deane","Matt Brady",1
"Billy Donovan","Matt Brown",0
"Rick Samuels","Matt Painter",1
"Homer Drew","Matthew Driscoll",1
"Thad Matta","Matthew Graves",1
"Lee Rose","Melvin Watkins",0
"Kevin O'Neill","Michael Hunt",0
"Rod Barnes","Michael White",1
"Bob Huggins","Mick Cronin",1
"Stu Starner","Mick Durham",0
"Johnny Orr","Mike Boyd",0
"John Thompson","Mike Brennan",1
"Tynes Hildebrand","Mike Brey",1
"C.M. Newton","Mike Davis",1
"Tom Miller","Mike Dement",0
"Tom Sanders","Mike Jarvis",1
"Mike McLeese","Mike Jones",1
"Skip Chappelle","Mike LaPlante",0
"Jerome Allen","Mike Martin",1
"Adolph Rupp","Mike Pratt",0
"John Cinicola","Mike Rice",0
"Nick Macarchuk","Mike Rice Jr.",0
"J.D. Barnett","Mike Sutton",0
"Richard Johnson","Mike Young",1
"Butch Beard","Milan Brown",1
"Bill Carmody","Mitch Henderson",1
"Bill Herrion","Monte Ross",1
"Jim Hatfield","Murray Arnold",0
"Barclay Radebaugh","Murray Garvin",1
"Gene Bartow","Murry Bartow",1
"Tom Abatemarco","Neil Dougherty",0
"Trent Johnson","Nick Robinson",1
"Jim Molinari","Niko Medved",1
"Billy Donovan","Norman Roberts",0
"Lefty Driesell","Oliver Purnell",1
"Al Skinner","Pat Duquette",1
"Skip Prosser","Pat Kelsey",1
"Rick Boyages","Pat Skerry",1
"Rollie Massimino","Paul Cormier",1
"Eddie Sutton","Paul Graham",0
"Abe Lemons","Paul Hansen",0
"Nick Macarchuk","Paul Hewitt",1
"Gene Keady","Paul Lusk",1
"Bobby Cremins","Perry Clark",0
"Rollie Massimino","Pete Gillen",0
"Gary Williams","Pete Lonergan",0
"Joey Cantafio","Pete Strickland",0
"Rick Stansbury","Phil Cunningham",1
"John Griffin","Phil Martelli",1
"Wimp Sanderson","Porter Moser",1
"Larry Brown","Quin Snyder",0
"Jim Boeheim","Ralph Willard",0
"Brad Holland","Randy Bennett",1
"Mike Dement","Randy Peele",0
"Bob Bender","Ray Giacoletti",1
"Ken McDonald","Ray Harper",1
"Al Brown","Ray McCallum",1
"Jerry Tarkanian","Reggie Theus",1
"Roy Williams","Rex Walters",1
"Bruce Stewart","Ricardo Patton",0
"Ron Everhart","Richard Pitino",1
"Eddie Biedenbach","Rick Barnes",1
"Hank Raymonds","Rick Majerus",0
"Bruce O'Neil","Rick Pitino",1
"Rob Judson","Rick Ray",1
"Lake Kelly","Rick Stansbury",0
"Lute Olson","Ricky Byrdsong",0
"Jeff Jones","Ricky Stokes",0
"Jim Molinari","Ritchie McKay",0
"Gerald Myers","Rob Evans",0
"Don Sicko","Rob Flaska",0
"Bo Ryan","Rob Jeter",1
"Lon Kruger","Rob Judson",0
"Bobby Jones","Rob Krimmel",1
"Jim Boeheim","Rob Murphy",1
"Herb Sendek","Rob Senderoff",1
"Nolan Richardson","Rob Spivery",0
"Mike Hanks","Robert McCullum",0
"Lee Hunt","Rod Barnes",1
"Jerry Wainwright","Rodney Terry",1
"Fuzzy Evans","Rollie Massimino",0
"Tommy Green","Roman Banks",1
"Bob Wade","Ron Bradley",0
"Joey Cantafio","Ron Everhart",0
"Steve Antrim","Ron Hunter",1
"Bob Thomason","Ron Verlin",1
"Robert Timmons","Royce Waltman",0
"Bob Dukiet","Rudy Keeling",0
"Eddie Sutton","Russ Pennell",0
"Mike Montgomery","Russ Turner",1
"Bo Ryan","Saul Phillips",1
"Jim Larranaga","Scott Cherry",1
"Barry Collier","Scott Drew",1
"Rick Pitino","Sean Kearney",0
"Herb Sendek","Sean Miller",1
"Bart Lundy","Sean Woods",1
"Buddy Mahar","Seth Greenberg",0
"Oliver Purnell","Shaka Smart",1
"Tubby Smith","Shawn Finney",0
"Lefty Driesell","Sherman Dillard",0
"Jim Larranaga","Stan Heath",1
"Bill Frieder","Steve Fisher",1
"Robert McCullum","Steve Hawkins",1
"Jim Harrick","Steve Lavin",1
"Shawn Finney","Steve Masiello",1
"Tom Crean","Steve McClain",0
"Byron Samuels","Steve Merfeld",0
"Mike Sutton","Steve Payne",1
"Jim Calhoun","Steve Pikiell",1
"Dave Dickerson","Steve Prohm",1
"Tony Branch","Steve Roccaforte",0
"Joedy Gardner","Steve Steinwedel",0
"Jim Holstein","Steve Yoder",0
"Adrian Buoncristiani","Stew Morrill",1
"Jim Haney","Stu Jackson",0
"John Thompson","Sydney Johnson",1
"Jerry Green","Tad Boyle",1
"Herb Sendek","Thad Matta",1
"Charles Moir","Tic Price",0
"Stu Jackson","Tim Buckley",0
"Leonard Hamilton","Tim Carter",0
"Dick Berg","Tim Cluess",1
"Jeff Lebo","Tim Craft",1
"Emmet Hendricks","Tim Floyd",1
"Robert Timmons","Tim Grgurich",0
"Lon Kruger","Tim Jankovich",0
"Gary Williams","Tim O'Shea",1
"Pat Kennedy","Tim Welsh",0
"Jim Boylan","Tod Kowalczyk",1
"Brendan Malone","Todd Bozeman",1
"Ron Hunter","Todd Howard",1
"Joe Sexson","Todd Lickliter",0
"Max Good","Tom Abatemarco",0
"Don DeVoe","Tom Asbury",0
"Ralph Willard","Tom Crean",1
"Bob Staak","Tom McConnell",0
"John Olive","Tom Pecora",1
"Howard Cann","Tom Sanders",0
"Roy Danforth","Tommy Green",0
"Mike Schuler","Tommy Suitts",0
"Bruiser Flint","Tony Barbee",1
"Dick Versace","Tony Barone",0
"Dave Bliss","Tony Benford",1
"Bo Ryan","Tony Bennett",1
"Dane Fife","Tony Jasick",1
"Jimmy Collins","Tracy Dildy",1
"Norm Stewart","Travis Ford",1
"Kevin Jones","Travis Williams",1
"Bus Connor","Trent Johnson",1
"Rick Pitino","Tubby Smith",1
"Rod Barnes","Wayne Brent",1
"Stew Morrill","Wayne Tinkle",1
"Roy Williams","Wes Miller",1
"Mike Schuler","Willis Wilson",1
"C.M. Newton","Wimp Sanderson",0
"John Beilein","Zach Spiker",1
"Dennis Helms","Adam Walsh",0
"Gil Jackson","Aki Thomas",1
"Brendan Malone","Al Skinner",0
"Thad Matta","Alan Major",1
"Mike Rice Jr.","Andrew Toole",1
"Rick Pitino","Andy Enfield",1
"Murry Bartow","Andy Kennedy",1
"Herb Sendek","Archie Miller",1
"Doc Rivers","Armond Hill",0
"Eddie Fogler","Barclay Radebaugh",1
"Don Monson","Barry Collier",0
"Don DeVoe","Barry Parkhill",0
"Dan Hurley","Bashir Mason",1
"Wimp Sanderson","Benny Dees",0
"P.J. Carlesimo","Bill Bayno",0
"Jim Larranaga","Bill Courtney",1
"Mark Few","Bill Grier",1
"Bob Leckie","Billy Donlon",1
"Bill Self","Billy Gillispie",0
"Bo Brickels","Billy Hahn",0
"Dan Bell","Billy Kennedy",1
"Mike Deane","Bo Ellis",0
"Mike Krzyzewski","Bob Bender",0
"Chuck Machock","Bob Huggins",1
"Dana Altman","Bob Marlin",1
"Chuck Daly","Bob Staak",0
"Jim Baron","Bobby Hurley",1
"Melvin Watkins","Bobby Lutz",0
"Mick Durham","Brad Huse",1
"Todd Lickliter","Brandon Miller",1
"Jud Heathcote","Brian Gregory",1
"Tod Kowalczyk","Brian Wardle",1
"Kermit Davis","Brooks Thompson",1
"Jim J. O'Brien","Bruce Parkhill",0
"Fang Mitchell","Bruiser Flint",1
"Tom Quinn","Butch Estes",0
"Les Robinson","Buzz Peterson",1
"Stan Heath","Byron Samuels",0
"Charlton Young","C.J. Reed",0
"Pat Douglass","Cameron Dollar",1
"Rudy Keeling","Charlton Young",0
"Bobby Gonzalez","Chuck Martin",0
"Tommy Amaker","Chuck Swenson",0
"Scott Sutton","Corey Williams",1
"Lenny Wilkens","Craig Neal",1
"Buzz Williams","Dale Layer",1
"Stan Heath","Dan Hipsher",1
"Kevin Bannon","Dan Hurley",1
"Fran Dunphy","Dan Leibovitz",0
"Alvin Gentry","Dan Majerle",1
"Tom Izzo","Dane Fife",0
"Harry Miller","Danny Kaspar",1
"Fran McCaffery","Darrell Hedric",0
"Jerry Lace","Dave Bliss",0
"Lefty Driesell","Dave Dickerson",0
"Fran Dunphy","Dave Duke",0
"Danny Manning","Dave Leitao",0
"Jim Boone","Dave Pilopovich",1
"Dave Rose","Dave Rice",1
"Andy Russo","Dave Simmons",1
"Lefty Driesell","Dave Wojcik",1
"Wimp Sanderson","David Hobbs",0
"Mark Fox","Dedrique Taylor",1
"Steve Steinwedel","Dennis Felton",0
"Jud Heathcote","Dick Versace",0
"Nelson Catalina","Dickey Nutt",1
"Skip Prosser","Dino Gaudio",0
"Tommy Suitts","Doc Sadler",0
"George Wigton","Dom Perno",0
"Mike Montgomery","Don Holst",0
"Leonard Perry","Donnie Tyndall",1
"Pete Herrmann","Doug Wojcik",1
"Steve Shurina","Duggar Baucom",1
"Joe Baker","Dwight Freeman",0
"Joey Cantafio","Ed Conroy",1
"Jerry Dunn","Ed DeChellis",1
"Les Robinson","Eddie Biedenbach",0
"Dave Odom","Eddie Payne",1
"Buzz Williams","Edward Phelps",0
"Dave Odom","Ernie Nestor",0
"Bob Weinhauer","Fran McCaffery",1
"Kevin Eastman","Frank Haith",1
"Bob Huggins","Frank Martin",1
"Byron Samuels","Frankie Allen",1
"Jimmy Patsos","G.G. Smith",1
"Lew Mills","Gale Catlett",0
"Paul Graham","Gary Stewart",0
"Van Holt","George Ivory",1
"Paul Westphal","Gib Arnold",1
"C.J. Reed","Gravelle Craig",1
"Robert McCullum","Greg Gary",0
"Bill Herrion","Greg Herenda",1
"Kevin McKenna","Greg Lansing",1
"Jim Harrick","Greg White",0
"Dave Rice","Heath Schroyer",0
"Stan Van Gundy","Howard Moore",1
"Travis Ford","James Dickey",1
"David Hobbs","James Green",1
"Mark Simons","James Johnson",1
"Ben Howland","Jamie Dixon",1
"Shaka Smart","Jamion Christian",1
"Buzz Peterson","Jason Capel",1
"Lute Olson","Jay John",0
"Quin Snyder","Jay Spoonhour",1
"Anthony Solomon","Jayson Gee",1
"Mack McCarthy","Jeff Capel III",0
"Eddie Fogler","Jeff Lebo",1
"Quin Snyder","Jeff Meyer",0
"John Beilein","Jeff Neubauer",1
"Kevin Eastman","Jeff Reynolds",0
"Bruce Parkhill","Jerry Dunn",0
"Rodney Terry","Jerry Wainwright",0
"Smokey Gaines","Jessie Evans",0
"Jud Heathcote","Jim Boylan",0
"John Kuester","Jim Christian",1
"Joe Jones","Jim Engles",1
"Harry Booth","Jim F.X O'Brien",0
"Ray Meyer","Jim Molinari",1
"Tubby Smith","Jim Platt",0
"Steve Lavin","Jim Whitesell",0
"Emmet Hendricks","Jim Wooldridge",1
"John Brady","Jimmy Tillette",0
"Jerry Oliver","Joby Wright",0
"George Felton","Joe Dooley",1
"Steve Donahue","Joe Jones",1
"Speedy Morris","Joe Mihalich",1
"Wayne Szoke","Joe Scott",1
"Kermit Davis","John Brady",1
"Roy Chipman","John Calipari",1
"Jeff Lebo","John Cooper",1
"Paul Hewitt","John Dunne",1
"Billy Hahn","John Gallagher",1
"Thad Matta","John Groce",1
"Rick Pitino","John Kuester",0
"Brian Mahoney","John Leonard",0
"Jeff Lebo","John Shulman",0
"Mark Gottfried","Johnny Jones",1
"Billy Taylor","Joseph Price",1
"Matt Brown","Kareem Richardson",1
"Trent Johnson","Keith Richard",1
"Joey Meyer","Ken Burmeister",1
"Bob Boyd","Kermit Davis",1
"Tony McAndrews","Kevin Eastman",0
"Ralph Willard","Kevin Nickelberry",1
"J.D. Barnett","Kevin O'Neill",0
"Dick Conover","Kevin Porter",0
"Lon Kruger","Kirk Speraw",0
"Joe Scott","Kyle Smith",1
"Frank McGuire","Larry Brown",1
"Dave Odom","Larry Davis",0
"Lynn Archibald","Larry Eustachy",1
"Blaine Taylor","Larry Krystkowiak",1
"Ray Dieringer","Larry Shyatt",1
"Eddie Sutton","Leonard Hamilton",1
"Mike Brey","Lewis Preston",1
"Gordon Ridings","Lou Rossini",0
"Tiny Grant","Lynn Nance",0
"Ricky Stokes","Mack McCarthy",0
"Bobby Cremins","Mark Byington",1
"Tom Asbury","Mark Fox",1
"Joe Gottfried","Mark Gottfried",1
"Skip Prosser","Mark Schmidt",1
"Hugh Durham","Mark Slonaker",0
"Jerry Green","Mark Turgeon",1
"Brad Holland","Marty Wilson",1
"Thomas Penders","Matt Brady",1
"Bruce Weber","Matt Painter",1
"Scott Drew","Matthew Driscoll",1
"Todd Lickliter","Matthew Graves",1
"Mike Pratt","Melvin Watkins",0
"Jim Harrick","Michael Hunt",0
"Andy Kennedy","Michael White",1
"Bill Frieder","Mike Boyd",0
"Joe Scott","Mike Brennan",1
"Gerry Gimelstob","Mike Brey",1
"Wimp Sanderson","Mike Davis",1
"Charlie Harrison","Mike Dement",0
"Larry Davis","Mike Jones",1
"Rudy Keeling","Mike LaPlante",0
"Mike Deane","Mike Rice Jr.",0
"Tubby Smith","Mike Sutton",0
"Jeff Capel II","Milan Brown",1
"Phil Martelli","Monte Ross",1
"Stan Albeck","Murray Arnold",0
"Tim Carter","Murray Garvin",1
"Chuck Swenson","Murry Bartow",1
"Eddie Fields","Neil Dougherty",0
"Tim Miles","Niko Medved",1
"Bob Wade","Oliver Purnell",1
"Bill Coen","Pat Duquette",1
"Chris Mack","Pat Kelsey",1
"Tom Herrion","Pat Skerry",1
"Jim F.X. O'Brien","Paul Cormier",1
"Ricardo Patton","Paul Graham",0
"George Raveling","Paul Hewitt",1
"Digger Phelps","Pete Gillen",0
"Oliver Purnell","Pete Strickland",0
"Lefty Driesell","Phil Cunningham",1
"Tony Barone","Porter Moser",1
"Frank Oftring","Ralph Willard",0
"Tim Floyd","Randy Bennett",1
"Ricky Stokes","Randy Peele",0
"Mark Few","Ray Giacoletti",1
"Stu Jackson","Ray McCallum",1
"Homer Drew","Rex Walters",1
"Jim Platt","Ricardo Patton",0
"Rick Pitino","Richard Pitino",1
"Joe Harrington","Rick Barnes",1
"Matt Painter","Rick Ray",1
"Billy Kennedy","Rick Stansbury",0
"Jim Larranaga","Ricky Stokes",0
"Tony Bennett","Ritchie McKay",0
"Eddie Sutton","Rob Evans",0
"Kevin Wall","Rob Flaska",0
"Bill Self","Rob Judson",0
"Charlie Coles","Rob Senderoff",1
"Mel Hankinson","Robert McCullum",0
"Jeff Capel III","Rod Barnes",1
"Rick Barnes","Rodney Terry",1
"Jim Yarbrough","Roman Banks",1
"Sherman Dillard","Ron Bradley",0
"Bobby Cremins","Ron Everhart",0
"Darrell Hedric","Ron Hunter",1
"Don Nelson","Russ Turner",1
"Ronnie Arrow","Sean Woods",1
"Roy Chipman","Seth Greenberg",0
"Keith Dambrot","Shaka Smart",1
"Bobby Cremins","Sherman Dillard",0
"Bobby Gonzalez","Steve Masiello",1
"Jim Les","Steve Merfeld",0
"Tommy Vardeman","Steve Roccaforte",0
"Len Stevens","Stu Jackson",0
"Mark Turgeon","Tad Boyle",1
"Tates Locke","Thad Matta",1
"Frankie Allen","Tic Price",0
"Ray McCallum","Tim Buckley",0
"Pat Foster","Tim Carter",0
"Buzz Ridl","Tim Grgurich",0
"Bob Weltlich","Tim Jankovich",0
"Al Skinner","Tim O'Shea",1
"Jerry Welsh","Tim Welsh",0
"Kevin Bannon","Tod Kowalczyk",1
"Rick Barnes","Todd Bozeman",1
"Barry Collier","Todd Lickliter",0
"Rick Majerus","Tom Abatemarco",0
"Jim Brandenburg","Tom Asbury",0
"Jud Heathcote","Tom Crean",1
"Kevin O'Neill","Tom McConnell",0
"Jay Wright","Tom Pecora",1
"Steve McClain","Tony Barbee",1
"Rob Evans","Tony Benford",1
"Brad Soderberg","Tony Bennett",1
"Ray McCallum","Tracy Dildy",1
"Mark Slonaker","Travis Williams",1
"Lynn Archibald","Trent Johnson",1
"George Felton","Tubby Smith",1
"Don Holst","Wayne Tinkle",1
"Ernie Nestor","Wes Miller",1
"Tommy Suitts","Willis Wilson",1
"Steve Donahue","Zach Spiker",1
"Ronnie Arrow","Adam Walsh",0
"Randy Monroe","Aki Thomas",1
"Thomas Penders","Al Skinner",0
"Fran O'Hanlon","Andrew Toole",1
"Judas Prada","Andy Kennedy",1
"Thad Matta","Archie Miller",1
"Gregg Marshall","Barclay Radebaugh",1
"John Oldham","Benny Dees",0
"Gary Edwards","Bill Bayno",0
"Tim Welsh","Bill Courtney",1
"Jack Kraft","Billy Hahn",0
"Perry Clark","Billy Kennedy",1
"Larry Brown","Bob Bender",0
"David Hobbs","Bob Marlin",1
"Fred Hoiberg","Bobby Lutz",0
"Larry Krystkowiak","Brad Huse",1
"John Groce","Brandon Miller",1
"Stan Joplin","Brian Gregory",1
"Billy Kennedy","Brooks Thompson",1
"Dave Patton","Butch Estes",0
"Jan Van Breda Kolff","Buzz Peterson",1
"Mark Byington","C.J. Reed",0
"Lorenzo Romar","Cameron Dollar",1
"John Shulman","Charlton Young",0
"Bruiser Flint","Chuck Martin",0
"Mike Dunlap","Dan Leibovitz",0
"Ron Bradley","Dave Dickerson",0
"Carter Wilson","Dave Pilopovich",1
"Steve Welch","Dave Simmons",1
"Skip Prosser","Dave Wojcik",1
"Herb Sendek","Dedrique Taylor",1
"Perry Clark","Dennis Felton",0
"James Dickey","Doc Sadler",0
"Kermit Davis","Donnie Tyndall",1
"Don DeVoe","Doug Wojcik",1
"Dana Altman","Dwight Freeman",0
"Buzz Peterson","Ed Conroy",1
"Buzz Peterson","Eddie Biedenbach",0
"George Felton","Eddie Payne",1
"Frank Haith","Ernie Nestor",0
"Tony Barone","Frank Haith",1
"Andy Kennedy","Frank Martin",1
"Lefty Driesell","Gale Catlett",0
"Larry Wright","George Ivory",1
"Tim Floyd","Gib Arnold",1
"Matt Painter","Greg Gary",0
"Steve Alford","Greg Lansing",1
"Bo Ryan","Howard Moore",1
"Tim Floyd","James Green",1
"Tom Herrion","James Johnson",1
"Jeff Capel II","Jason Capel",1
"Brooks Thompson","Jay Spoonhour",1
"Gary Waters","Jayson Gee",1
"Todd Lickliter","Jeff Meyer",0
"Randy Peele","Jeff Reynolds",0
"John Beilein","Jerry Dunn",0
"Buzz Williams","Jerry Wainwright",0
"Jim Brandenburg","Jessie Evans",0
"Brian Hill","Jim Boylan",0
"Ralph Willard","Jim Christian",1
"Jim Haney","Jim F.X O'Brien",0
"Joey Meyer","Jim Molinari",1
"J.D. Barnett","Jim Platt",0
"J.D. Barnett","Jim Wooldridge",1
"Eddie Payne","Joe Dooley",1
"Tim Floyd","John Brady",1
"Louis Orr","John Dunne",1
"Fran O'Hanlon","John Gallagher",1
"M.L. Carr","John Kuester",0
"Donnie Tyndall","Joseph Price",1
"Steve Merfeld","Kareem Richardson",1
"John Brady","Kermit Davis",1
"J.D. Barnett","Kevin Eastman",0
"Bobby Lutz","Kevin Nickelberry",1
"Jeff Van Gundy","Kevin O'Neill",0
"Randy Bennett","Kyle Smith",1
"Ray McCallum","Larry Davis",0
"Dick Hunsaker","Larry Eustachy",1
"Gary Colson","Larry Shyatt",1
"Billy Donovan","Lewis Preston",1
"Rick Pitino","Lynn Nance",0
"Pete Gillen","Mark Byington",1
"Ray Giacoletti","Marty Wilson",1
"Al Skinner","Matt Brady",1
"Brad Stevens","Matthew Graves",1
"Hal Wissel","Melvin Watkins",0
"Pat Kennedy","Michael Hunt",0
"Mike LaPlante","Michael White",1
"Steve Fisher","Mike Boyd",0
"Jeff Jones","Mike Brennan",1
"John Beilein","Mike Jones",1
"Cliff Ellis","Mike LaPlante",0
"Jack Armstrong","Mike Rice Jr.",0
"Jim Phelan","Milan Brown",1
"Eddie Fogler","Neil Dougherty",0
"Dino Gaudio","Pat Kelsey",1
"Jim Baron","Pat Skerry",1
"Doc Rivers","Paul Cormier",1
"Rod Barnes","Paul Graham",0
"Sidney Lowe","Pete Strickland",0
"Ray Harper","Phil Cunningham",1
"Ric Cobb","Porter Moser",1
"Dick Berg","Ralph Willard",0
"Lorenzo Romar","Randy Bennett",1
"Gregg Marshall","Randy Peele",0
"Kelvin Sampson","Ray McCallum",1
"Matt Doherty","Rex Walters",1
"Frankie Allen","Ricardo Patton",0
"Billy Donovan","Richard Pitino",1
"Wimp Sanderson","Rick Barnes",1
"Brad Brownell","Rick Ray",1
"Dave Odom","Ricky Stokes",0
"Billy Tubbs","Rob Flaska",0
"Jim Molinari","Rob Judson",0
"Nick Macarchuk","Rob Senderoff",1
"Rich Herrin","Robert McCullum",0
"Oliver Purnell","Ron Bradley",0
"Jerry Peirson","Ron Hunter",1
"Neil Dougherty","Sean Woods",1
"Bill C. Foster","Seth Greenberg",0
"Fran McCaffery","Sherman Dillard",0
"Rick Pitino","Steve Masiello",1
"Greg McDermott","Steve Merfeld",0
"Billy Tubbs","Steve Roccaforte",0
"Charlie Coles","Thad Matta",1
"Murray Arnold","Tic Price",0
"Steve Alford","Tim Buckley",0
"Ricky Byrdsong","Tim Carter",0
"George Karl","Tim Grgurich",0
"Tiny Grant","Tim Jankovich",0
"Dick Kuchen","Tim O'Shea",1
"Perry Clark","Todd Bozeman",1
"Jim Valvano","Tom Abatemarco",0
"Mark Gottfried","Tom Asbury",0
"Jim O'Brien","Tom McConnell",0
"Doc Sadler","Tony Benford",1
"Pat Kennedy","Tracy Dildy",1
"John Cooper","Travis Williams",1
"Willis Wilson","Trent Johnson",1
"Pat Kennedy","Wayne Tinkle",1
"Scott Cherry","Wes Miller",1
"Josh Pastner","Willis Wilson",1
"Tim O'Shea","Al Skinner",0
"Ronnie Arrow","Andy Kennedy",1
"Dave Leitao","Bill Courtney",1
"Danny Nee","Billy Hahn",0
"Kermit Davis","Billy Kennedy",1
"Mike Woodson","Bob Bender",0
"Mark Gottfried","Bobby Lutz",0
"Kevin O'Neill","Brian Gregory",1
"Rob Evans","Brooks Thompson",1
"Mike Schuler","Butch Estes",0
"Paul Hewitt","Charlton Young",0
"Norman Roberts","Chuck Martin",0
"Thad Matta","Dave Dickerson",0
"Tim Loomis","Dave Pilopovich",1
"Billy Lange","Dave Wojcik",1
"John Griffin","Dennis Felton",0
"Bill Frieder","Doc Sadler",0
"Matt Doherty","Doug Wojcik",1
"Ed DeChellis","Ernie Nestor",0
"Jerry Dunn","Frank Haith",1
"Ted Owens","Gale Catlett",0
"Jim Molinari","Howard Moore",1
"Ed DeChellis","James Johnson",1
"Gregg Marshall","Jeff Meyer",0
"Shawn Finney","Jeff Reynolds",0
"Bob Weltlich","Jessie Evans",0
"Scott Skiles","Jim Boylan",0
"Tom McConnell","Jim Christian",1
"Rick Carlisle","Jim F.X O'Brien",0
"Billy Taylor","Jim Molinari",1
"Steve Robinson","Jim Platt",0
"Larry Costello","Jim Wooldridge",1
"Steve McClain","Joe Dooley",1
"Dan Leibovitz","John Gallagher",1
"Larry Brown","John Kuester",0
"Pat Knight","Joseph Price",1
"Edward Phelps","Kareem Richardson",1
"Doc Rivers","Kevin Eastman",0
"Oliver Purnell","Kevin Nickelberry",1
"Rick Carlisle","Kevin O'Neill",0
"Clem Haskins","Larry Davis",0
"Billy Donovan","Larry Shyatt",1
"Ed DeChellis","Lewis Preston",1
"Tubby Smith","Lynn Nance",0
"James Johnson","Mark Byington",1
"Bob Williams","Marty Wilson",1
