"Name","Tm","Season","MP","EFG.O","EFG.D","FT.O","FT.D","TOV.O","TOV.D","REB.O","REB.D","MRG.O","MRG.D","EFG","FT","TOV","REB","NET"
"A.C. Green","MIA",2001,1411,-0.021,0.009,-0.011,0.007,-0.001,0.004,0.013,0.014,-3.38,2.79,-0.013,-0.004,0.003,0.028,-0.59
"A.J. Guyton","CHI",2001,630,-0.007,-0.002,0,-0.006,0.009,0,-0.017,-0.016,-0.95,-0.8,-0.009,-0.006,0.009,-0.032,-1.75
"A.J. Guyton","CHI",2002,607,-0.006,-0.003,-0.001,-0.005,0.01,0,-0.012,-0.016,-0.55,-0.8,-0.009,-0.006,0.01,-0.028,-1.35
"A.J. Guyton","GSW",2003,9,-0.018,0,-0.012,-0.007,0.006,0.011,-0.017,-0.028,-4.55,0.29,-0.018,-0.02,0.017,-0.045,-4.26
"A.J. Price","CLE, IND, PHO",2015,311,-0.007,0.002,-0.003,-0.005,0.014,-0.001,-0.008,-0.011,-0.36,0.07,-0.005,-0.008,0.012,-0.019,-0.29
"A.J. Price","IND",2010,865,-0.001,0.001,0.001,-0.011,0.011,0.003,-0.013,-0.012,0.34,-0.06,0,-0.01,0.014,-0.025,0.28
"A.J. Price","IND",2011,795,-0.001,0,0,-0.011,0.011,0.004,-0.011,-0.01,0.12,0.15,-0.001,-0.011,0.015,-0.021,0.27
"A.J. Price","IND",2012,568,-0.006,-0.001,0,-0.007,0.009,0.003,-0.01,-0.013,-0.58,-0.29,-0.006,-0.006,0.012,-0.024,-0.87
"A.J. Price","MIN",2014,99,-0.004,0,-0.013,-0.003,0.008,-0.003,-0.012,-0.009,-0.97,-0.54,-0.004,-0.015,0.006,-0.021,-1.52
"A.J. Price","WAS",2013,1278,-0.002,0.002,0.001,-0.006,0.013,0,-0.014,-0.014,0.99,0.04,0,-0.004,0.013,-0.028,1.04
"Aaron Brooks","CHI",2015,1632,0.001,0.003,0.006,-0.016,0.009,-0.003,-0.016,-0.011,0.86,-0.98,0.004,-0.01,0.006,-0.027,-0.12
"Aaron Brooks","DEN, HOU",2014,1557,-0.002,0.001,0.001,-0.015,0.007,-0.002,-0.008,-0.015,0.59,-1.54,-0.001,-0.014,0.005,-0.024,-0.95
"Aaron Brooks","HOU",2008,608,-0.001,-0.003,0.003,-0.01,0.008,-0.001,-0.01,-0.009,0.08,-0.82,-0.004,-0.007,0.007,-0.019,-0.74
"Aaron Brooks","HOU",2009,1998,-0.001,-0.004,0.005,-0.012,0.007,-0.001,-0.019,-0.011,-0.82,-1.31,-0.005,-0.008,0.006,-0.03,-2.14
"Aaron Brooks","HOU",2010,2919,0.002,-0.005,0.008,-0.011,0.008,-0.004,-0.016,-0.016,0.58,-2.07,-0.003,-0.003,0.005,-0.032,-1.49
"Aaron Brooks","HOU, PHO",2011,1284,0,-0.002,0.007,-0.01,0.009,-0.003,-0.013,-0.016,0.4,-1.38,-0.002,-0.003,0.006,-0.028,-0.99
"Aaron Brooks","HOU, SAC",2013,997,-0.001,0.002,0.001,-0.011,0.005,-0.001,-0.015,-0.013,-0.03,-0.68,0.001,-0.01,0.004,-0.028,-0.71
"Aaron Gordon","ORL",2015,590,-0.003,0.001,-0.003,0.005,-0.006,-0.002,-0.001,0.005,-1.31,0.19,-0.003,0.002,-0.007,0.004,-1.13
"Aaron Gray","CHI",2008,613,0.001,0.001,-0.012,0.005,-0.012,-0.001,0.028,0.019,-0.75,0.92,0.001,-0.007,-0.013,0.046,0.17
"Aaron Gray","CHI",2009,715,0.001,0.002,-0.016,0.004,-0.011,-0.004,0.033,0.023,-0.74,0.84,0.003,-0.012,-0.014,0.056,0.1
"Aaron Gray","CHI, NOH",2010,311,-0.001,0.001,-0.015,0.005,-0.009,-0.001,0.04,0.021,-0.42,0.66,0,-0.01,-0.011,0.061,0.24
"Aaron Gray","NOH",2011,531,0,-0.001,-0.017,0.005,-0.014,-0.002,0.027,0.026,-1.21,0.55,-0.001,-0.012,-0.016,0.053,-0.66
"Aaron Gray","SAC, TOR",2014,355,-0.004,-0.001,-0.016,0.004,-0.02,-0.001,0.026,0.022,-2.64,0.37,-0.006,-0.011,-0.021,0.048,-2.27
"Aaron Gray","TOR",2012,813,0,-0.003,-0.016,0.009,-0.015,-0.003,0.022,0.029,-1.58,0.57,-0.003,-0.007,-0.017,0.051,-1
"Aaron Gray","TOR",2013,513,-0.001,-0.004,-0.013,0.005,-0.016,-0.003,0.018,0.022,-1.71,-0.01,-0.005,-0.008,-0.019,0.04,-1.72
"Aaron McKie","LAL",2006,121,-0.015,0.001,-0.004,-0.007,0.004,0.002,-0.012,-0.006,-3.26,0.15,-0.013,-0.01,0.006,-0.017,-3.11
"Aaron McKie","LAL",2007,131,-0.001,-0.001,-0.011,-0.002,-0.013,0.001,-0.02,0.001,-2.43,-0.1,-0.002,-0.012,-0.012,-0.019,-2.53
"Aaron McKie","PHI",2001,2394,0.005,0.005,0.001,-0.008,0.001,0.006,-0.019,-0.006,0.38,1.25,0.01,-0.006,0.007,-0.025,1.62
"Aaron McKie","PHI",2002,1471,0.001,0.003,0.002,-0.004,0.005,0.004,-0.017,-0.007,0.24,0.65,0.004,-0.002,0.009,-0.024,0.88
"Aaron McKie","PHI",2003,2374,-0.006,0.008,-0.004,-0.002,0.004,0.009,-0.017,-0.003,-1.19,1.94,0.002,-0.006,0.012,-0.019,0.75
"Aaron McKie","PHI",2004,2112,-0.005,0.007,-0.004,-0.003,0.005,0.007,-0.017,-0.002,-0.65,1.77,0.002,-0.007,0.012,-0.019,1.12
"Aaron McKie","PHI",2005,1118,-0.009,0.008,-0.005,-0.006,0.001,0.006,-0.019,-0.001,-2.17,1.93,-0.001,-0.01,0.007,-0.02,-0.24
"Aaron Miles","GSW",2006,118,-0.008,0.001,-0.002,-0.008,-0.009,0.001,-0.02,-0.008,-3.38,-0.02,-0.007,-0.01,-0.008,-0.028,-3.39
"Aaron Williams","LAC",2007,374,-0.005,0,-0.01,0.003,-0.013,-0.002,0.009,0.012,-2.38,0.34,-0.006,-0.007,-0.014,0.021,-2.04
"Aaron Williams","LAC",2008,297,-0.006,0,-0.011,0.008,-0.011,0.001,-0.001,0.01,-2.77,0.68,-0.006,-0.004,-0.01,0.01,-2.09
"Aaron Williams","NJN",2001,2336,-0.008,0.012,-0.003,0.001,-0.01,-0.005,0.017,0.013,-1.79,1.87,0.004,-0.002,-0.015,0.03,0.08
"Aaron Williams","NJN",2002,1546,-0.009,0.008,-0.008,0.004,-0.009,-0.005,0.008,0.009,-2.55,1.09,-0.001,-0.005,-0.014,0.018,-1.46
"Aaron Williams","NJN",2003,1597,-0.01,0.007,-0.017,0.01,-0.014,-0.003,0.011,0.013,-3.69,1.43,-0.003,-0.007,-0.017,0.024,-2.26
"Aaron Williams","NJN",2004,1337,-0.008,0.004,-0.011,0.006,-0.014,-0.001,0.01,0.019,-3.01,1.13,-0.004,-0.005,-0.016,0.029,-1.88
"Aaron Williams","NJN, TOR",2005,315,-0.007,0.001,-0.011,0.002,-0.013,-0.001,-0.001,0.016,-3.14,0.49,-0.006,-0.01,-0.015,0.016,-2.65
"Aaron Williams","NOK, TOR",2006,791,-0.007,-0.002,-0.013,0.004,-0.011,-0.002,0.013,0.018,-2.54,0.3,-0.009,-0.009,-0.013,0.031,-2.25
"Acie Law","ATL",2008,865,-0.011,0.005,-0.002,-0.006,0.003,0.001,-0.02,-0.017,-2.62,0.06,-0.006,-0.008,0.004,-0.037,-2.56
"Acie Law","ATL",2009,560,-0.007,0.001,0.006,-0.006,0.007,-0.001,-0.018,-0.012,-1.33,-0.37,-0.007,0.001,0.006,-0.03,-1.69
"Acie Law","CHA, CHI, GSW",2010,234,-0.006,0.001,0.015,-0.007,0.004,0.002,-0.014,-0.015,-0.7,-0.18,-0.005,0.008,0.006,-0.03,-0.88
"Acie Law","GSW, MEM",2011,726,-0.006,0,0.005,-0.009,0.003,0.003,-0.017,-0.015,-1.32,-0.25,-0.006,-0.004,0.006,-0.031,-1.57
"Adam Harrington","DAL, DEN",2003,111,-0.006,-0.002,-0.004,-0.006,0.01,-0.002,-0.016,-0.013,-1.06,-0.98,-0.008,-0.01,0.008,-0.029,-2.04
"Adam Keefe","GSW",2001,836,-0.008,0.002,-0.01,0.001,-0.007,0.002,0.014,0.008,-2.43,0.32,-0.007,-0.008,-0.005,0.022,-2.11
"Adam Morrison","CHA",2007,2326,-0.014,-0.003,-0.004,-0.003,0,-0.009,-0.012,-0.001,-1.94,-1.73,-0.016,-0.007,-0.008,-0.012,-3.66
"Adam Morrison","CHA, LAL",2009,711,-0.004,-0.002,-0.007,-0.003,0.002,-0.002,-0.011,-0.007,-1.53,-1.24,-0.006,-0.01,-0.001,-0.018,-2.77
"Adam Morrison","LAL",2010,241,-0.005,-0.001,-0.009,0,0.001,-0.003,-0.004,-0.005,-1.58,-0.73,-0.007,-0.01,-0.001,-0.01,-2.3
"Adonal Foyle","GSW",2001,1457,-0.011,0.006,-0.023,0.021,-0.014,-0.006,0.018,0.011,-3.97,1.87,-0.005,-0.001,-0.02,0.029,-2.1
"Adonal Foyle","GSW",2002,1485,-0.012,0.009,-0.021,0.022,-0.013,-0.005,0.019,0.012,-3.9,2.45,-0.002,0.001,-0.019,0.031,-1.45
"Adonal Foyle","GSW",2003,1787,-0.013,0.011,-0.015,0.02,-0.015,-0.004,0.019,0.012,-3.36,2.27,-0.002,0.005,-0.019,0.031,-1.09
"Adonal Foyle","GSW",2004,572,-0.006,0.003,-0.014,0.012,-0.009,-0.005,0.017,0.012,-2.06,0.78,-0.003,-0.002,-0.014,0.029,-1.28
"Adonal Foyle","GSW",2005,1700,-0.006,0.003,-0.019,0.024,-0.014,-0.006,0.015,0.012,-2.83,1.76,-0.003,0.005,-0.021,0.027,-1.07
"Adonal Foyle","GSW",2006,1824,-0.005,0.003,-0.019,0.022,-0.019,-0.004,0.01,0.015,-3.32,2.14,-0.001,0.004,-0.023,0.026,-1.17
"Adonal Foyle","GSW",2007,475,-0.004,0.003,-0.017,0.015,-0.013,-0.003,0.018,0.009,-2.12,1,-0.002,-0.002,-0.017,0.027,-1.12
"Adonal Foyle","MEM, ORL",2009,62,-0.002,0.003,-0.014,0.015,-0.01,-0.006,0.037,0.017,-0.51,0.98,0.002,0.001,-0.016,0.053,0.47
"Adonal Foyle","ORL",2008,774,-0.01,0.001,-0.021,0.011,-0.013,-0.002,0.018,0.01,-3.35,0.37,-0.009,-0.009,-0.014,0.028,-2.98
"Adonis Thomas","ORL, PHI",2014,37,-0.011,0,0.001,-0.005,0.012,-0.004,-0.019,-0.008,-1.86,-0.56,-0.011,-0.004,0.007,-0.027,-2.42
"Adrian Griffin","BOS",2001,377,-0.006,0,-0.007,-0.001,0,0.002,0.009,0.004,-1.36,0.39,-0.006,-0.008,0.003,0.014,-0.96
"Adrian Griffin","CHI",2005,667,-0.011,0.003,-0.006,-0.002,0,0.008,0.011,0.004,-1.93,1.43,-0.008,-0.008,0.008,0.015,-0.49
"Adrian Griffin","CHI",2007,585,-0.004,0.003,-0.011,-0.004,-0.007,0.007,0.008,0.003,-1.67,1.18,-0.001,-0.014,0,0.012,-0.49
"Adrian Griffin","CHI, SEA",2008,307,-0.007,0.003,-0.015,-0.005,-0.005,0.005,0.016,-0.002,-2.13,0.66,-0.004,-0.02,0,0.014,-1.48
"Adrian Griffin","DAL",2002,1383,0,-0.001,-0.008,-0.004,0.005,0.006,0.001,-0.002,0.05,0.43,-0.002,-0.012,0.011,-0.001,0.48
"Adrian Griffin","DAL",2003,1373,-0.002,-0.002,-0.011,-0.004,0.003,0.006,0.003,-0.001,-0.71,0.33,-0.004,-0.015,0.01,0.002,-0.38
"Adrian Griffin","DAL",2006,1245,-0.007,0.006,-0.003,-0.007,0,0.008,0.007,0,-1.13,1.66,0,-0.01,0.008,0.007,0.53
"Adrian Griffin","HOU",2004,133,-0.012,0.002,-0.007,-0.004,0.002,0.005,-0.019,-0.004,-3.4,0.62,-0.011,-0.012,0.007,-0.023,-2.78
"Al-Farouq Aminu","DAL",2015,1132,-0.007,0.001,-0.004,0.005,-0.002,0.005,0.013,0.002,-1.17,1.04,-0.006,0.002,0.003,0.015,-0.13
"Al-Farouq Aminu","LAC",2011,1452,-0.015,0.004,0.001,0,-0.007,0.001,0.006,0.004,-2.44,1.32,-0.01,0.001,-0.006,0.01,-1.12
"Al-Farouq Aminu","NOH",2012,1477,-0.015,0.005,0.001,0.002,-0.007,0.003,0.014,0.005,-2.24,1.43,-0.01,0.002,-0.005,0.019,-0.82
"Al-Farouq Aminu","NOH",2013,2066,-0.009,0.001,-0.003,0.005,-0.008,0.005,0.019,0.007,-1.36,1.12,-0.008,0.002,-0.002,0.026,-0.24
"Al-Farouq Aminu","NOP",2014,2045,-0.009,-0.001,-0.004,0.007,-0.004,0.005,0.016,0.003,-1.53,0.77,-0.009,0.002,0.001,0.02,-0.75
"Al Harrington","ATL",2005,2550,-0.006,-0.002,-0.002,-0.004,-0.002,0.005,0.004,0.01,-0.99,0.37,-0.008,-0.006,0.003,0.014,-0.62
"Al Harrington","ATL",2006,2782,0.005,-0.007,-0.007,0,-0.002,0.003,0.002,0.012,0.18,-0.29,-0.002,-0.007,0,0.014,-0.11
"Al Harrington","DEN",2011,1665,-0.002,-0.004,-0.006,0.002,-0.002,-0.003,-0.003,0.011,-0.78,-0.53,-0.005,-0.005,-0.005,0.007,-1.31
"Al Harrington","DEN",2012,1761,0.003,0.003,-0.007,0.006,-0.004,0,-0.005,0.009,-0.46,0.66,0.005,-0.001,-0.004,0.005,0.21
"Al Harrington","GSW",2008,2190,0.01,-0.008,-0.009,0.003,-0.001,0.001,0.001,0.018,0.96,0.12,0.002,-0.006,0,0.019,1.08
"Al Harrington","GSW, IND",2007,2563,0.007,-0.009,-0.012,-0.001,-0.003,0,0.005,0.013,0.47,-0.68,-0.002,-0.012,-0.002,0.018,-0.21
"Al Harrington","GSW, NYK",2009,2546,0.004,-0.002,-0.002,0.001,0.001,0.001,-0.001,0.012,0.97,0.61,0.002,-0.001,0.002,0.012,1.58
"Al Harrington","IND",2001,1892,-0.004,0.002,-0.009,0.003,-0.01,0.001,0.004,0.007,-2.11,0.94,-0.002,-0.007,-0.008,0.011,-1.18
"Al Harrington","IND",2002,1313,-0.003,0.001,-0.003,0.003,-0.004,0.001,0.011,0.008,-0.74,0.67,-0.001,0,-0.004,0.019,-0.07
"Al Harrington","IND",2003,2467,-0.012,0.003,-0.001,-0.001,-0.001,0,0.007,0.009,-1.75,0.93,-0.009,-0.002,-0.001,0.017,-0.82
"Al Harrington","IND",2004,2441,-0.009,0.003,-0.005,0.001,-0.004,0.003,0.009,0.014,-1.38,1.45,-0.005,-0.003,-0.001,0.023,0.07
"Al Harrington","NYK",2010,2195,0.001,-0.005,0.001,0.002,0,0,-0.005,0.01,0.16,-0.05,-0.004,0.004,0,0.005,0.11
"Al Harrington","ORL",2013,119,-0.002,0,-0.014,0.004,0,0.001,0.005,0.013,-0.93,0.48,-0.002,-0.011,0.001,0.018,-0.44
"Al Harrington","WAS",2014,511,-0.001,0.002,-0.006,0.002,-0.006,0,-0.006,0.008,-1.34,0.56,0.001,-0.004,-0.006,0.002,-0.78
"Al Horford","ATL",2008,2540,-0.002,0.001,-0.015,0.019,-0.01,-0.002,0.024,0.026,-1,1.45,-0.001,0.004,-0.012,0.049,0.45
"Al Horford","ATL",2009,2242,-0.001,0.004,-0.011,0.018,-0.006,-0.004,0.013,0.019,-0.19,1.78,0.003,0.007,-0.009,0.033,1.59
"Al Horford","ATL",2010,2845,0.007,0.005,-0.008,0.015,-0.005,-0.007,0.018,0.023,1.22,1.39,0.011,0.007,-0.012,0.041,2.61
"Al Horford","ATL",2011,2704,0.012,-0.001,-0.009,0.013,-0.005,-0.004,0.013,0.021,1.92,0.96,0.011,0.004,-0.008,0.035,2.88
"Al Horford","ATL",2012,348,0.004,-0.001,-0.008,0.01,-0.005,-0.002,0.01,0.008,0.3,0.22,0.003,0.002,-0.007,0.018,0.52
"Al Horford","ATL",2013,2756,0.015,-0.009,-0.014,0.017,-0.008,-0.002,0.006,0.023,0.98,0.68,0.005,0.003,-0.01,0.029,1.65
"Al Horford","ATL",2014,958,0.01,-0.004,-0.009,0.014,-0.006,-0.003,0.008,0.014,0.86,0.32,0.006,0.005,-0.009,0.022,1.17
"Al Horford","ATL",2015,2097,0.017,-0.002,-0.014,0.019,-0.003,-0.002,-0.001,0.019,1.77,1.25,0.015,0.005,-0.005,0.017,3.02
"Al Jefferson","BOS",2005,1051,-0.009,0.007,-0.01,0.001,-0.008,-0.006,0.035,0.009,-0.97,0.22,-0.002,-0.009,-0.015,0.044,-0.75
"Al Jefferson","BOS",2006,1062,-0.007,0.004,-0.009,0.006,-0.009,-0.005,0.026,0.012,-1.12,0.45,-0.003,-0.003,-0.013,0.038,-0.67
"Al Jefferson","BOS",2007,2319,0.002,-0.001,-0.007,0.013,-0.011,-0.008,0.028,0.018,0.2,-0.05,0.001,0.006,-0.02,0.046,0.15
"Al Jefferson","CHA",2014,2553,0.006,-0.007,-0.02,0.018,-0.001,-0.009,0,0.024,-0.12,-0.42,-0.001,-0.002,-0.01,0.025,-0.54
"Al Jefferson","CHO",2015,1912,0.006,0.004,-0.022,0.019,-0.002,-0.009,-0.011,0.026,-1,1.21,0.011,-0.004,-0.011,0.015,0.22
"Al Jefferson","MIN",2008,2919,0.007,0.001,-0.01,0.018,-0.011,-0.006,0.028,0.018,0.9,0.89,0.009,0.008,-0.016,0.046,1.79
"Al Jefferson","MIN",2009,1836,0.001,-0.004,-0.01,0.014,-0.005,-0.007,0.023,0.014,0.66,-0.59,-0.002,0.004,-0.012,0.037,0.07
"Al Jefferson","MIN",2010,2463,0.007,-0.004,-0.014,0.016,-0.006,-0.006,0.013,0.016,0.45,0.02,0.003,0.001,-0.013,0.029,0.48
"Al Jefferson","UTA",2011,2940,0.009,-0.004,-0.01,0.018,-0.005,-0.006,0.015,0.016,1.14,0.52,0.004,0.008,-0.011,0.031,1.67
"Al Jefferson","UTA",2012,2075,0.008,-0.001,-0.014,0.013,-0.002,-0.008,0.009,0.016,0.78,0.02,0.007,-0.002,-0.01,0.025,0.8
"Al Jefferson","UTA",2013,2578,0.008,-0.006,-0.015,0.016,-0.001,-0.008,0.003,0.018,0.39,0.07,0.002,0.001,-0.009,0.022,0.46
"Al Thornton","GSW, WAS",2011,1383,-0.006,0.004,-0.002,-0.002,0,0,-0.004,0.004,-1.31,0.89,-0.002,-0.004,0,0,-0.41
"Al Thornton","LAC",2008,2158,-0.001,-0.013,-0.001,0.001,0,-0.007,-0.005,-0.005,-0.28,-3.27,-0.014,0,-0.007,-0.01,-3.54
"Al Thornton","LAC",2009,2654,-0.003,-0.01,-0.001,-0.002,0,-0.002,-0.002,-0.004,-0.35,-2.09,-0.013,-0.002,-0.002,-0.005,-2.45
"Al Thornton","LAC, WAS",2010,2079,-0.003,-0.005,-0.003,-0.002,-0.002,0,0.002,-0.002,-0.83,-0.85,-0.008,-0.005,-0.002,0,-1.68
"Alan Anderson","BRK",2014,1773,-0.009,0.009,-0.002,-0.004,0.002,0.005,-0.014,-0.009,-1.81,1.46,0,-0.006,0.008,-0.023,-0.35
"Alan Anderson","BRK",2015,1648,-0.003,0.012,-0.002,-0.004,0.004,0.007,-0.017,-0.004,-0.89,2.58,0.009,-0.006,0.01,-0.021,1.69
"Alan Anderson","CHA",2006,564,-0.005,0.002,-0.004,-0.002,-0.001,0,-0.004,0,-1.46,0.56,-0.002,-0.006,-0.001,-0.004,-0.9
"Alan Anderson","CHA",2007,256,-0.004,0.002,-0.001,-0.006,-0.002,0.001,-0.002,-0.002,-1.09,0.25,-0.002,-0.007,-0.001,-0.004,-0.85
"Alan Anderson","TOR",2012,461,-0.004,-0.001,0,-0.001,0,-0.002,-0.013,-0.007,-1.15,-0.59,-0.004,-0.001,-0.002,-0.021,-1.74
"Alan Anderson","TOR",2013,1495,-0.007,0.005,0.002,-0.004,0.003,0.004,-0.013,-0.01,-1.12,0.45,-0.002,-0.002,0.007,-0.023,-0.67
"Alan Henderson","ATL",2001,1810,-0.007,0.003,-0.008,0.003,-0.013,-0.002,0.021,0.014,-2.49,1.21,-0.004,-0.005,-0.014,0.035,-1.27
"Alan Henderson","ATL",2002,422,-0.005,0.003,-0.009,0.005,-0.008,-0.002,0.01,0.007,-1.75,0.59,-0.003,-0.005,-0.01,0.018,-1.15
"Alan Henderson","ATL",2003,1494,-0.017,0.013,-0.012,0.004,-0.01,-0.009,0.028,0.015,-2.83,1.39,-0.004,-0.008,-0.019,0.043,-1.45
"Alan Henderson","ATL",2004,68,-0.005,0,-0.013,0.007,-0.005,-0.003,0.045,0.006,-0.35,-0.03,-0.005,-0.006,-0.008,0.051,-0.38
"Alan Henderson","CLE",2006,531,-0.007,-0.001,-0.011,0.007,-0.011,-0.003,0.029,0.014,-1.77,0.1,-0.008,-0.004,-0.014,0.043,-1.67
"Alan Henderson","DAL",2005,1203,-0.013,0.003,-0.016,0.007,-0.01,-0.004,0.038,0.012,-2.48,0.44,-0.01,-0.009,-0.014,0.05,-2.05
"Alan Henderson","PHI",2007,418,-0.002,0,-0.005,0.003,-0.004,-0.002,0.03,0.014,0.13,0.22,-0.003,-0.002,-0.007,0.044,0.35
"Alando Tucker","MIN, PHO",2010,96,-0.006,-0.002,0.008,0,0,-0.004,0.009,-0.007,-0.57,-0.82,-0.007,0.008,-0.003,0.002,-1.39
"Alando Tucker","PHO",2008,48,-0.009,-0.001,-0.001,0.002,0.005,-0.004,0.02,-0.004,-0.71,-0.6,-0.009,0,0.001,0.016,-1.31
"Alando Tucker","PHO",2009,282,-0.003,-0.003,0.001,-0.003,0.001,-0.001,0.011,-0.012,-0.15,-1.07,-0.006,-0.003,0,-0.001,-1.22
"Alec Burks","UTA",2012,939,-0.008,0.004,0.006,-0.009,0.003,0,0.011,-0.007,-0.14,-0.28,-0.004,-0.003,0.003,0.005,-0.42
"Alec Burks","UTA",2013,1137,-0.006,0.008,0.003,-0.011,0.003,0,0,-0.008,-0.39,0.18,0.002,-0.008,0.003,-0.009,-0.2
"Alec Burks","UTA",2014,2193,-0.005,0.011,0.013,-0.014,0.004,0.001,-0.004,-0.012,0.25,0.41,0.006,-0.001,0.005,-0.016,0.66
"Alec Burks","UTA",2015,899,-0.003,0.002,0.011,-0.007,0.004,-0.002,-0.011,-0.008,-0.23,-0.61,-0.002,0.004,0.001,-0.018,-0.84
"Aleksandar Radojevic","UTA",2005,128,-0.009,0.001,-0.011,-0.002,-0.025,-0.002,0.008,0.021,-4.43,0.61,-0.007,-0.013,-0.027,0.03,-3.82
"Alex Acker","DET",2006,35,-0.009,-0.002,-0.014,-0.006,0.001,0,-0.004,-0.003,-2.57,-0.45,-0.011,-0.02,0.001,-0.008,-3.02
"Alex Acker","DET, LAC",2009,199,-0.004,-0.001,-0.009,0.001,0.007,0,-0.004,-0.008,-1.07,-0.06,-0.005,-0.009,0.007,-0.012,-1.14
"Alex Garcia","NOH",2005,146,-0.004,-0.002,-0.007,-0.005,0.004,0.001,0.003,-0.006,-0.67,-0.36,-0.006,-0.012,0.006,-0.004,-1.03
"Alex Garcia","SAS",2004,13,-0.014,0,-0.006,-0.006,-0.007,0.018,-0.021,-0.028,-4.76,0.73,-0.014,-0.012,0.011,-0.049,-4.03
"Alex Kirk","CLE",2015,14,-0.015,-0.002,0.001,0.005,0.007,-0.004,0.011,-0.003,-2.13,-0.69,-0.017,0.006,0.003,0.008,-2.82
"Alex Len","PHO",2014,362,-0.007,-0.001,-0.013,0.005,-0.014,-0.003,0.02,0.016,-2.59,0.23,-0.008,-0.008,-0.017,0.036,-2.36
"Alex Len","PHO",2015,1468,-0.003,-0.006,-0.017,0.014,-0.013,-0.004,0.013,0.019,-2.31,-0.07,-0.009,-0.003,-0.017,0.032,-2.38
"Alexander Johnson","MEM",2007,753,-0.005,-0.004,0,0.004,-0.01,-0.001,0.006,0.013,-1.57,-0.1,-0.009,0.004,-0.011,0.019,-1.67
"Alexander Johnson","MIA",2008,549,-0.007,-0.003,0,0.002,-0.011,-0.001,0.004,0.007,-2.08,-0.21,-0.01,0.002,-0.012,0.01,-2.29
"Alexey Shved","HOU, NYK, PHI",2015,767,-0.003,0.002,0.015,-0.005,0.009,0.001,-0.006,-0.011,1.06,-0.03,-0.001,0.01,0.011,-0.017,1.02
"Alexey Shved","MIN",2013,1840,0.004,0.003,0.001,-0.004,0.005,0.004,-0.011,-0.009,1.42,1.48,0.007,-0.003,0.009,-0.02,2.89
"Alexey Shved","MIN",2014,664,-0.007,0.002,0.005,-0.002,0.003,0.002,-0.007,-0.012,-0.94,0.34,-0.005,0.003,0.004,-0.019,-0.6
"Alexis Ajinca","CHA",2009,182,-0.006,0.002,-0.001,0,-0.005,0.004,-0.001,0.005,-2.03,0.91,-0.004,-0.001,-0.001,0.004,-1.11
"Alexis Ajinca","CHA",2010,30,-0.004,0,-0.019,0.004,-0.011,0.001,-0.008,0.004,-2.99,0.3,-0.004,-0.015,-0.01,-0.004,-2.7
"Alexis Ajinca","DAL, TOR",2011,340,-0.002,0.006,-0.012,0.001,-0.004,0,-0.001,0.016,-1.34,1.21,0.005,-0.012,-0.004,0.015,-0.13
"Alexis Ajinca","NOP",2014,951,0.002,0.003,-0.012,0.004,-0.014,-0.003,0.021,0.023,-1.06,0.79,0.004,-0.008,-0.017,0.044,-0.27
"Alexis Ajinca","NOP",2015,843,0.002,0.003,-0.011,0.006,-0.013,-0.004,0.028,0.022,-0.37,0.79,0.006,-0.005,-0.017,0.05,0.43
"Allan Houston","NYK",2001,2858,-0.001,-0.009,0.01,-0.008,0.004,-0.006,-0.023,-0.011,-0.18,-2.52,-0.01,0.002,-0.002,-0.034,-2.7
"Allan Houston","NYK",2002,2914,0.005,-0.008,0.011,-0.008,0.005,-0.005,-0.022,-0.011,0.79,-2.29,-0.002,0.003,0.001,-0.033,-1.5
"Allan Houston","NYK",2003,3108,0.008,-0.009,0.015,-0.006,0.007,-0.002,-0.023,-0.011,1.48,-2.06,-0.001,0.009,0.005,-0.034,-0.59
"Allan Houston","NYK",2004,1799,0.004,-0.003,0.009,-0.004,0.007,0.002,-0.02,-0.013,1.26,-0.83,0.001,0.005,0.01,-0.033,0.43
"Allan Houston","NYK",2005,532,0.001,-0.002,0.005,-0.004,0.007,0,-0.018,-0.011,0.42,-0.61,-0.001,0.001,0.007,-0.029,-0.19
"Allan Ray","BOS",2007,710,-0.005,-0.003,-0.001,-0.005,0.003,0.005,-0.006,-0.006,-0.93,0.17,-0.007,-0.006,0.008,-0.012,-0.76
"Allen Crabbe","POR",2014,100,-0.005,0,-0.004,-0.005,0.005,-0.001,-0.016,-0.009,-1.34,-0.37,-0.005,-0.009,0.003,-0.025,-1.71
"Allen Crabbe","POR",2015,534,-0.004,-0.001,-0.002,-0.006,0.005,-0.001,-0.021,-0.008,-1.2,-0.19,-0.005,-0.008,0.004,-0.029,-1.39
"Allen Iverson","DEN",2008,3424,-0.001,0,0.025,-0.004,0.011,0.002,-0.02,-0.019,1.85,-0.62,-0.001,0.021,0.014,-0.039,1.24
"Allen Iverson","DEN, DET",2009,2093,-0.004,-0.001,0.015,-0.008,0.01,0.001,-0.02,-0.021,0.54,-1.08,-0.004,0.007,0.011,-0.04,-0.55
"Allen Iverson","DEN, PHI",2007,2761,0.009,-0.001,0.024,-0.006,0.013,0.006,-0.021,-0.019,3.57,-0.49,0.008,0.017,0.019,-0.04,3.09
"Allen Iverson","MEM, PHI",2010,865,-0.004,0.001,0.009,-0.005,0.003,-0.001,-0.018,-0.009,-0.81,-0.44,-0.003,0.004,0.002,-0.026,-1.25
