"Name","Tm","Season","MP","EFG.O","EFG.D","FT.O","FT.D","TOV.O","TOV.D","REB.O","REB.D","MRG.O","MRG.D","EFG","FT","TOV","REB","NET"
"A.C. Green","MIA",2001,1411,-0.025,0.01,-0.013,0.008,0.004,0.008,0.008,0.01,-4.06,3.54,-0.011,-0.004,0.013,0.02,-0.01
"A.J. Guyton","CHI",2001,630,-0.008,-0.002,0.002,0,0.002,0.003,-0.009,-0.004,-1.37,-0.23,-0.01,0.001,0.005,-0.013,-1.52
"A.J. Guyton","CHI",2002,607,-0.006,-0.003,0.002,0,0.001,0.003,-0.008,-0.003,-1.09,-0.34,-0.009,0.001,0.004,-0.012,-1.38
"A.J. Guyton","GSW",2003,9,0,0,0,0,0,0,0,0,0,-0.01,0,0,0,0,-0.02
"A.J. Price","CLE, IND, PHO",2015,311,-0.005,0.002,-0.003,0.001,0.003,-0.001,0.002,0.002,-0.46,0.66,-0.002,-0.001,0.002,0.004,0.26
"A.J. Price","IND",2010,865,0.001,0.001,-0.003,-0.008,0.006,0.003,-0.006,0.001,0.31,0.22,0.002,-0.011,0.009,-0.005,0.45
"A.J. Price","IND",2011,795,0.003,0,-0.002,-0.008,0.005,0.004,-0.006,0.004,0.38,0.52,0.002,-0.01,0.01,-0.001,0.82
"A.J. Price","IND",2012,568,-0.002,-0.001,0,-0.001,0.003,0.003,-0.003,-0.002,-0.17,-0.1,-0.003,-0.001,0.006,-0.006,-0.29
"A.J. Price","MIN",2014,99,0,0,0,0,0.001,0,0,-0.001,0.05,0.06,0,0,0.001,-0.001,0.1
"A.J. Price","WAS",2013,1278,-0.002,0.002,0.001,0.001,0.01,0.001,-0.006,-0.005,1.13,0.6,0,0.002,0.011,-0.011,1.54
"Aaron Brooks","CHI",2015,1632,0.001,0.004,0.009,-0.017,0.007,-0.004,-0.016,-0.006,1.03,-0.92,0.004,-0.009,0.002,-0.023,-0.17
"Aaron Brooks","DEN, HOU",2014,1557,-0.002,0,0.005,-0.015,0.005,-0.004,-0.006,-0.011,0.89,-1.74,-0.002,-0.011,0.001,-0.018,-1.15
"Aaron Brooks","HOU",2008,608,0.001,-0.003,0.003,-0.004,0.003,0,-0.005,0,0.03,-0.67,-0.003,-0.002,0.002,-0.005,-0.72
"Aaron Brooks","HOU",2009,1998,-0.001,-0.004,0.003,-0.011,0,-0.001,-0.025,0.001,-2,-1.07,-0.006,-0.008,-0.001,-0.024,-3.05
"Aaron Brooks","HOU",2010,2919,-0.002,-0.005,0.007,-0.009,0,-0.005,-0.019,-0.01,-1.3,-1.96,-0.008,-0.002,-0.005,-0.031,-3.36
"Aaron Brooks","HOU, PHO",2011,1284,0.001,-0.002,0.004,-0.006,-0.001,-0.005,-0.008,-0.009,-0.16,-1.31,-0.001,-0.002,-0.006,-0.017,-1.61
"Aaron Brooks","HOU, SAC",2013,997,0,0.002,0.005,-0.008,0.003,-0.002,-0.004,-0.006,0.7,-0.61,0.002,-0.004,0.001,-0.011,-0.09
"Aaron Gordon","ORL",2015,590,-0.003,0.001,0,0.004,0,-0.001,0.001,0.001,-0.63,0.16,-0.002,0.004,-0.001,0.002,-0.44
"Aaron Gray","CHI",2008,613,0.003,0.001,-0.007,0.003,-0.003,-0.003,0.011,0.009,0.16,0.59,0.003,-0.003,-0.006,0.022,0.72
"Aaron Gray","CHI",2009,715,0.005,0.002,-0.008,0.002,-0.005,-0.003,0.016,0.011,0.49,0.69,0.007,-0.005,-0.008,0.029,1.11
"Aaron Gray","CHI, NOH",2010,311,0.002,0.001,-0.005,0.001,-0.002,-0.001,0.005,0.005,0.09,0.16,0.003,-0.003,-0.004,0.011,0.22
"Aaron Gray","NOH",2011,531,0.001,-0.001,-0.005,0.004,-0.002,-0.002,0.003,0.012,-0.07,0.18,0,-0.001,-0.004,0.017,0.09
"Aaron Gray","SAC, TOR",2014,355,-0.001,-0.002,-0.002,0.002,-0.003,-0.001,0.005,0.008,-0.6,-0.24,-0.003,0,-0.005,0.014,-0.81
"Aaron Gray","TOR",2012,813,0.002,-0.003,-0.005,0.009,-0.003,-0.003,0.001,0.02,-0.24,0.15,-0.002,0.004,-0.006,0.024,-0.12
"Aaron Gray","TOR",2013,513,0.001,-0.004,-0.004,0.006,-0.003,-0.002,0.004,0.012,-0.38,-0.23,-0.004,0.002,-0.005,0.017,-0.62
"Aaron McKie","LAL",2006,121,-0.002,0.001,0,-0.001,0,0.001,-0.001,0.001,-0.25,0.16,-0.001,-0.001,0.001,0,-0.06
"Aaron McKie","LAL",2007,131,-0.003,-0.001,-0.001,-0.001,0,0,-0.002,-0.001,-0.61,-0.14,-0.004,-0.001,0,-0.003,-0.7
"Aaron McKie","PHI",2001,2394,0.004,0.006,-0.002,-0.007,0.001,0.007,-0.015,0,0.46,1.66,0.009,-0.009,0.008,-0.015,2.01
"Aaron McKie","PHI",2002,1471,0,0.003,-0.002,-0.003,0.004,0.005,-0.014,-0.001,0,0.94,0.003,-0.004,0.009,-0.015,0.88
"Aaron McKie","PHI",2003,2374,-0.007,0.009,-0.006,-0.002,0.006,0.008,-0.021,-0.002,-1.31,2.21,0.002,-0.007,0.015,-0.023,1.01
"Aaron McKie","PHI",2004,2112,-0.008,0.007,-0.004,-0.006,0.01,0.008,-0.018,0.004,-0.79,2.17,0,-0.01,0.019,-0.014,1.42
"Aaron McKie","PHI",2005,1118,-0.008,0.008,-0.001,-0.004,0.005,0.006,-0.013,0.003,-1.29,2.13,0.001,-0.006,0.012,-0.009,1
"Aaron Miles","GSW",2006,118,-0.001,0.001,0.002,-0.001,-0.001,0,0.003,0.001,-0.16,0.16,0.001,0.001,-0.001,0.005,0.02
"Aaron Williams","LAC",2007,374,-0.003,-0.001,-0.004,0,-0.004,-0.001,0.002,0.002,-1.01,-0.07,-0.004,-0.004,-0.004,0.004,-1
"Aaron Williams","LAC",2008,297,-0.003,-0.001,-0.005,0.001,-0.003,0,0.004,0.001,-0.89,-0.09,-0.004,-0.003,-0.003,0.005,-0.91
"Aaron Williams","NJN",2001,2336,-0.009,0.013,-0.007,-0.005,-0.009,-0.006,0.007,0.007,-2.23,1.95,0.005,-0.011,-0.015,0.015,-0.1
"Aaron Williams","NJN",2002,1546,-0.012,0.008,-0.011,0,-0.007,-0.005,0.004,0.004,-3.4,1.07,-0.002,-0.01,-0.012,0.008,-2.03
"Aaron Williams","NJN",2003,1597,-0.011,0.008,-0.018,0.007,-0.014,-0.002,-0.005,0.008,-4.48,1.62,-0.001,-0.01,-0.016,0.003,-2.42
"Aaron Williams","NJN",2004,1337,-0.011,0.004,-0.012,0.001,-0.011,-0.001,0.002,0.018,-3.6,0.94,-0.006,-0.01,-0.012,0.022,-2.33
"Aaron Williams","NJN, TOR",2005,315,-0.003,0,-0.003,0,-0.003,0,0,0.003,-0.81,0.13,-0.002,-0.002,-0.003,0.003,-0.61
"Aaron Williams","NOK, TOR",2006,791,-0.007,-0.002,-0.008,0.001,-0.009,-0.001,0.004,0.006,-2.36,-0.11,-0.009,-0.006,-0.01,0.011,-2.28
"Acie Law","ATL",2008,865,-0.008,0.006,-0.002,0.003,0.001,-0.001,-0.019,-0.009,-2.02,0.56,0,0,0,-0.03,-1.27
"Acie Law","ATL",2009,560,-0.001,0,0.001,0.002,0.001,0,-0.011,-0.004,-0.31,-0.03,-0.001,0.003,0.001,-0.016,-0.34
"Acie Law","CHA, CHI, GSW",2010,234,-0.002,0,0.001,-0.001,0.001,0,-0.005,-0.002,-0.3,-0.1,-0.001,0,0,-0.007,-0.39
"Acie Law","GSW, MEM",2011,726,-0.001,0,0.007,-0.003,0.002,0.001,-0.012,-0.007,-0.02,-0.18,-0.001,0.003,0.002,-0.019,-0.27
"Adam Harrington","DAL, DEN",2003,111,0,-0.002,-0.001,-0.005,0.001,-0.001,0.001,-0.005,0.1,-0.69,-0.002,-0.006,0,-0.005,-0.64
"Adam Keefe","GSW",2001,836,-0.003,0.001,-0.003,-0.002,0.001,0.003,-0.003,0.001,-0.98,-0.07,-0.001,-0.004,0.004,-0.002,-1.01
"Adam Morrison","CHA",2007,2326,-0.02,-0.002,0.001,-0.009,0.002,-0.01,-0.005,0.001,-2.39,-1.54,-0.02,-0.008,-0.009,-0.004,-3.9
"Adam Morrison","CHA, LAL",2009,711,0,-0.002,0,-0.003,-0.001,0,-0.008,-0.011,-0.36,-1.24,-0.003,-0.003,-0.001,-0.021,-1.67
"Adam Morrison","LAL",2010,241,0,-0.001,0,-0.001,0,0,-0.002,-0.003,-0.05,-0.47,-0.001,-0.001,0,-0.006,-0.56
"Adonal Foyle","GSW",2001,1457,-0.013,0.005,-0.02,0.017,-0.008,-0.005,0.014,0.008,-4.25,1.61,-0.007,-0.001,-0.014,0.023,-2.2
"Adonal Foyle","GSW",2002,1485,-0.013,0.009,-0.015,0.02,-0.009,-0.005,0.012,0.012,-3.94,2.31,-0.002,0.006,-0.014,0.026,-1.2
"Adonal Foyle","GSW",2003,1787,-0.018,0.01,-0.011,0.017,-0.014,-0.003,0.013,0.009,-4.25,2.04,-0.005,0.007,-0.017,0.024,-1.79
"Adonal Foyle","GSW",2004,572,-0.003,0.003,-0.002,0.005,-0.004,-0.001,0.007,0,-0.7,0.41,0,0.004,-0.006,0.007,-0.23
"Adonal Foyle","GSW",2005,1700,-0.006,0.002,-0.016,0.025,-0.016,-0.005,0.008,0.008,-2.88,1.58,-0.004,0.01,-0.021,0.017,-1.04
"Adonal Foyle","GSW",2006,1824,-0.005,0.003,-0.015,0.025,-0.018,-0.004,0.009,0.015,-2.84,2.14,-0.002,0.01,-0.022,0.026,-0.43
"Adonal Foyle","GSW",2007,475,-0.004,0.001,-0.005,0.006,-0.005,-0.001,0.002,0.002,-1.18,0.26,-0.003,0.001,-0.006,0.004,-0.81
"Adonal Foyle","MEM, ORL",2009,62,-0.001,0.001,-0.001,0.001,0,0,0.001,0,-0.2,0.08,0,0,0,0.001,-0.1
"Adonal Foyle","ORL",2008,774,-0.006,0,-0.012,0.007,-0.007,0,0.004,-0.003,-2.15,-0.12,-0.006,-0.004,-0.007,0.001,-2.1
"Adonis Thomas","ORL, PHI",2014,37,0,0,-0.001,0,0,-0.001,0,0.001,0,0.13,0,-0.001,-0.001,0.001,0.14
"Adrian Griffin","BOS",2001,377,0.001,-0.001,-0.002,0.001,0.001,0,0.001,0.001,0.33,-0.11,0,-0.002,0.001,0.002,0.15
"Adrian Griffin","CHI",2005,667,-0.004,0.002,0.001,-0.001,0.002,0.005,0.001,0.004,-0.34,1.06,-0.001,0,0.007,0.005,0.75
"Adrian Griffin","CHI",2007,585,0.001,0.003,-0.001,-0.003,-0.002,0.005,0.004,0.002,-0.04,0.95,0.003,-0.004,0.003,0.006,0.92
"Adrian Griffin","CHI, SEA",2008,307,0,0.003,-0.005,-0.004,-0.001,0.002,0.005,0,-0.12,0.5,0.003,-0.008,0.001,0.004,0.4
"Adrian Griffin","DAL",2002,1383,0.002,-0.002,-0.008,0,0.003,0.004,0.003,0.004,0.52,0.25,0,-0.008,0.008,0.007,0.63
"Adrian Griffin","DAL",2003,1373,0.004,-0.002,-0.011,0.001,0.003,0.004,-0.003,0.001,0.55,-0.02,0.001,-0.009,0.007,-0.002,0.37
"Adrian Griffin","DAL",2006,1245,-0.005,0.007,0.002,-0.006,0,0.01,0.007,0.002,-0.63,2,0.003,-0.004,0.011,0.009,1.44
"Adrian Griffin","HOU",2004,133,-0.001,0.001,-0.001,0,0,0.001,0,0,-0.11,0.18,0,-0.001,0.001,0,0.08
"Al-Farouq Aminu","DAL",2015,1132,-0.005,-0.001,-0.003,0.007,-0.002,0.003,0.009,0.003,-1.07,0.4,-0.006,0.004,0.002,0.012,-0.62
"Al-Farouq Aminu","LAC",2011,1452,-0.017,0.005,0.005,0.001,-0.007,0,0.01,0.011,-2.5,1.57,-0.011,0.005,-0.007,0.023,-0.69
"Al-Farouq Aminu","NOH",2012,1477,-0.017,0.005,0.008,0.003,-0.006,0.002,0.021,0.01,-2.03,1.58,-0.01,0.009,-0.004,0.031,-0.26
"Al-Farouq Aminu","NOH",2013,2066,-0.011,0,0.001,0.008,-0.005,0.006,0.034,0.002,-1.09,1.05,-0.01,0.009,0.002,0.037,-0.02
"Al-Farouq Aminu","NOP",2014,2045,-0.01,-0.001,-0.002,0.011,-0.006,0.006,0.032,0.001,-1.73,0.79,-0.011,0.009,0.001,0.033,-0.86
"Al Harrington","ATL",2005,2550,-0.01,-0.001,-0.007,-0.006,-0.001,0.007,0,0.018,-2.17,0.63,-0.011,-0.012,0.007,0.02,-1.42
"Al Harrington","ATL",2006,2782,0.004,-0.007,-0.014,-0.002,-0.004,0.004,0.001,0.012,-0.33,-0.31,-0.005,-0.015,0,0.015,-0.77
"Al Harrington","DEN",2011,1665,-0.004,-0.004,-0.001,0.001,0,-0.003,-0.014,0.007,-1.09,-0.75,-0.008,0,-0.003,-0.007,-1.89
"Al Harrington","DEN",2012,1761,0.002,0.003,-0.007,0.008,-0.004,-0.001,-0.012,0.002,-0.73,0.7,0.005,0.001,-0.005,-0.01,-0.04
"Al Harrington","GSW",2008,2190,0.011,-0.008,-0.011,-0.001,-0.003,0.002,0.002,0.02,1.31,-0.05,0,-0.011,-0.001,0.024,0.96
"Al Harrington","GSW, IND",2007,2563,0.007,-0.009,-0.016,-0.004,0,0.001,0.001,0.016,0.41,-0.73,-0.005,-0.019,0.002,0.019,-0.55
"Al Harrington","GSW, NYK",2009,2546,0.004,-0.002,-0.002,-0.003,0.002,0.001,0.003,0.019,1.3,0.78,0.001,-0.005,0.003,0.024,1.83
"Al Harrington","IND",2001,1892,-0.004,0.003,-0.009,0.004,-0.004,0.001,-0.002,0.005,-2.02,1.21,-0.001,-0.004,-0.003,0.004,-0.68
"Al Harrington","IND",2002,1313,-0.004,0.002,-0.003,0.004,-0.001,0.001,0.002,0.005,-1.14,0.82,-0.002,0.001,0,0.008,-0.26
"Al Harrington","IND",2003,2467,-0.015,0.004,-0.004,0.002,0.001,0,0.003,0.014,-2.64,1.28,-0.01,-0.002,0.001,0.019,-1.16
"Al Harrington","IND",2004,2441,-0.013,0.004,-0.004,-0.001,-0.002,0.004,0.004,0.018,-2.32,1.83,-0.008,-0.004,0.003,0.024,-0.31
"Al Harrington","NYK",2010,2195,0,-0.006,0,0,0,0.001,-0.013,0.011,-0.31,-0.08,-0.007,-0.001,0.001,0,-0.5
"Al Harrington","ORL",2013,119,0,0,0,0,0,0,0,0.001,-0.04,0.1,0,0,0,0.001,0.06
"Al Harrington","WAS",2014,511,-0.001,0.002,0,0.004,-0.005,0,0.001,0.002,-0.68,0.56,0.002,0.004,-0.005,0.004,-0.06
"Al Horford","ATL",2008,2540,-0.006,0.002,-0.02,0.025,-0.005,-0.001,0.014,0.024,-1.75,1.72,-0.004,0.006,-0.006,0.041,0.1
"Al Horford","ATL",2009,2242,-0.005,0.004,-0.015,0.019,-0.001,-0.003,0.024,0.018,-0.53,2.02,0,0.005,-0.004,0.044,1.5
"Al Horford","ATL",2010,2845,0.005,0.005,-0.016,0.015,-0.002,-0.008,0.011,0.025,0.88,1.56,0.01,0.001,-0.011,0.04,2.28
"Al Horford","ATL",2011,2704,0.011,-0.001,-0.009,0.011,-0.008,-0.003,0.015,0.022,1.93,1.09,0.008,0.003,-0.01,0.04,2.72
"Al Horford","ATL",2012,348,0.002,-0.001,-0.002,0.003,-0.002,-0.001,0.001,0.004,0.22,0.08,0.001,0.001,-0.003,0.006,0.25
"Al Horford","ATL",2013,2756,0.015,-0.01,-0.015,0.018,-0.01,-0.002,-0.007,0.028,0.8,0.72,0.002,0.004,-0.012,0.024,1.33
"Al Horford","ATL",2014,958,0.009,-0.005,-0.008,0.009,-0.005,-0.003,-0.002,0.012,0.44,-0.05,0.003,0.001,-0.008,0.011,0.26
"Al Horford","ATL",2015,2097,0.02,-0.003,-0.017,0.017,-0.004,-0.001,-0.011,0.026,2.43,1.22,0.015,0.002,-0.005,0.019,3.31
"Al Jefferson","BOS",2005,1051,-0.013,0.008,-0.008,-0.001,-0.002,-0.008,0.022,-0.009,-1.38,-0.12,-0.003,-0.008,-0.01,0.012,-1.44
"Al Jefferson","BOS",2006,1062,-0.008,0.004,-0.004,0.007,-0.005,-0.007,0.018,0,-1.04,0.22,-0.003,0.003,-0.012,0.019,-0.78
"Al Jefferson","BOS",2007,2319,-0.001,-0.001,-0.002,0.01,-0.008,-0.01,0.018,0.005,-0.28,-0.31,-0.003,0.008,-0.019,0.023,-0.73
"Al Jefferson","CHA",2014,2553,0.003,-0.007,-0.026,0.02,0.008,-0.012,-0.009,0.023,-0.48,-0.68,-0.006,-0.004,-0.005,0.017,-1.29
"Al Jefferson","CHO",2015,1912,0.006,0.005,-0.027,0.019,0.005,-0.011,-0.026,0.033,-1.01,1.37,0.011,-0.006,-0.007,0.011,0.39
"Al Jefferson","MIN",2008,2919,0.006,0.002,-0.006,0.018,-0.01,-0.006,0.019,0.011,0.65,0.99,0.007,0.012,-0.017,0.032,1.47
"Al Jefferson","MIN",2009,1836,-0.003,-0.003,-0.007,0.011,-0.001,-0.007,0.019,0.003,0.24,-0.85,-0.007,0.004,-0.009,0.021,-0.82
"Al Jefferson","MIN",2010,2463,0.008,-0.004,-0.012,0.015,-0.003,-0.007,0.016,0.01,1.09,-0.13,0.002,0.003,-0.011,0.027,0.69
"Al Jefferson","UTA",2011,2940,0.009,-0.005,-0.004,0.016,-0.002,-0.005,0.007,0.009,1.57,0.51,0.002,0.012,-0.007,0.018,1.78
"Al Jefferson","UTA",2012,2075,0.008,-0.001,-0.01,0.007,0,-0.009,0.014,0.01,1.21,-0.24,0.005,-0.003,-0.01,0.025,0.68
"Al Jefferson","UTA",2013,2578,0.009,-0.006,-0.014,0.015,0.004,-0.011,-0.002,0.015,0.82,-0.2,0.001,0.002,-0.008,0.015,0.37
"Al Thornton","GSW, WAS",2011,1383,-0.003,0.004,-0.005,-0.002,0.001,0.002,0,0.007,-0.43,1.21,0.001,-0.007,0.003,0.008,0.79
"Al Thornton","LAC",2008,2158,0.001,-0.014,0,-0.004,0.005,-0.008,-0.011,-0.015,0.52,-4.02,-0.016,-0.004,-0.004,-0.028,-3.9
"Al Thornton","LAC",2009,2654,-0.003,-0.011,-0.002,-0.004,0,-0.002,0,-0.004,-0.15,-2.37,-0.015,-0.007,-0.002,-0.004,-2.77
"Al Thornton","LAC, WAS",2010,2079,-0.001,-0.005,-0.003,-0.003,-0.002,0.001,-0.001,-0.001,-0.44,-0.82,-0.007,-0.006,-0.001,-0.003,-1.4
"Alan Anderson","BRK",2014,1773,-0.01,0.01,-0.002,-0.007,0.002,0.008,-0.013,-0.012,-2.11,1.99,0.001,-0.008,0.01,-0.027,0.07
"Alan Anderson","BRK",2015,1648,-0.001,0.013,-0.006,0,0.003,0.009,-0.013,0.001,-0.67,3.42,0.013,-0.006,0.013,-0.012,2.88
"Alan Anderson","CHA",2006,564,-0.003,0.003,-0.005,-0.001,0,0.001,-0.003,0.008,-1.03,1.06,0.001,-0.006,0.002,0.006,0.15
"Alan Anderson","CHA",2007,256,-0.001,0.002,-0.002,-0.001,0,0,-0.001,0.003,-0.38,0.5,0.001,-0.002,0.001,0.002,0.17
"Alan Anderson","TOR",2012,461,-0.003,-0.001,0,-0.002,0,0.001,-0.005,-0.005,-0.84,-0.25,-0.004,-0.002,0.001,-0.011,-1.05
"Alan Anderson","TOR",2013,1495,-0.009,0.006,0,-0.006,0.001,0.005,-0.014,-0.013,-1.8,0.58,-0.003,-0.006,0.006,-0.029,-1.11
"Alan Henderson","ATL",2001,1810,-0.007,0.004,-0.007,0.001,-0.014,-0.002,0.007,0.019,-3.11,1.58,-0.003,-0.006,-0.016,0.029,-1.25
"Alan Henderson","ATL",2002,422,-0.004,0.003,-0.002,0.001,-0.003,-0.002,0.006,0.004,-0.8,0.54,-0.001,-0.001,-0.005,0.01,-0.18
"Alan Henderson","ATL",2003,1494,-0.021,0.015,-0.006,-0.003,-0.007,-0.012,0.015,0.005,-3.3,1.5,-0.002,-0.009,-0.02,0.022,-1.49
"Alan Henderson","ATL",2004,68,-0.001,0,-0.001,0,0,0,0.001,0,-0.16,0.02,-0.001,0,-0.001,0.002,-0.12
"Alan Henderson","CLE",2006,531,-0.005,-0.001,-0.003,0.003,-0.002,-0.002,0.009,0.002,-0.98,-0.15,-0.005,0,-0.004,0.011,-1.06
"Alan Henderson","DAL",2005,1203,-0.015,0.003,-0.008,0.007,-0.006,-0.004,0.012,0.001,-3.21,0.2,-0.01,-0.001,-0.01,0.013,-2.75
"Alan Henderson","PHI",2007,418,-0.002,-0.001,0,0.001,0.001,-0.002,0.007,0.003,-0.11,-0.2,-0.004,0.001,-0.001,0.011,-0.34
"Alando Tucker","MIN, PHO",2010,96,0.001,-0.001,0.001,0,0,0,0.001,-0.002,0.33,-0.27,0,0.001,0.001,-0.002,0
"Alando Tucker","PHO",2008,48,0,0,0,0,0,0,0.001,0,0.12,-0.04,0,0,0,0.001,0.07
"Alando Tucker","PHO",2009,282,0.002,-0.002,0.003,-0.001,0.001,0.001,0.002,-0.006,0.76,-0.7,-0.001,0.002,0.001,-0.005,-0.08
"Alec Burks","UTA",2012,939,-0.006,0.005,0.003,-0.008,0.003,0,0.017,-0.002,0.34,0,-0.001,-0.006,0.002,0.015,0.23
"Alec Burks","UTA",2013,1137,-0.004,0.009,0.004,-0.013,0.005,-0.001,0.015,-0.005,0.48,0.45,0.006,-0.01,0.003,0.009,0.82
"Alec Burks","UTA",2014,2193,-0.007,0.013,0.01,-0.018,0.002,0.001,0.009,-0.012,-0.01,0.82,0.007,-0.009,0.004,-0.004,0.71
"Alec Burks","UTA",2015,899,-0.003,0.002,0.003,-0.006,0.001,-0.002,-0.002,-0.005,-0.57,-0.24,-0.001,-0.003,-0.001,-0.008,-0.83
"Aleksandar Radojevic","UTA",2005,128,0,0.001,-0.001,-0.002,-0.002,0.002,-0.001,0.004,-0.43,0.52,0.001,-0.003,0,0.004,0.15
"Alex Acker","DET",2006,35,-0.001,-0.002,-0.001,-0.001,-0.001,0,0.002,0.001,-0.1,-0.34,-0.003,-0.001,-0.001,0.003,-0.45
"Alex Acker","DET, LAC",2009,199,0.003,-0.001,-0.003,0.004,0.003,0.001,-0.004,0.003,0.37,0.18,0.001,0.001,0.003,-0.001,0.5
"Alex Garcia","NOH",2005,146,-0.001,-0.002,-0.002,-0.001,-0.001,0.001,0.003,0.001,-0.25,-0.16,-0.004,-0.002,0.001,0.004,-0.4
"Alex Garcia","SAS",2004,13,0,0,0,0,0,0,0,0,-0.01,-0.01,0,0,0,0,-0.03
"Alex Kirk","CLE",2015,14,-0.001,-0.001,0,0,0,0,-0.001,0,-0.21,-0.15,-0.002,0,0,-0.001,-0.35
"Alex Len","PHO",2014,362,-0.002,-0.001,-0.005,0.002,-0.002,-0.001,-0.002,0.005,-0.78,-0.03,-0.003,-0.002,-0.003,0.003,-0.75
"Alex Len","PHO",2015,1468,-0.003,-0.007,-0.02,0.012,-0.013,-0.003,-0.003,0.014,-2.64,-0.69,-0.011,-0.006,-0.016,0.013,-3.19
"Alex Scales","SAS",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alexander Johnson","MEM",2007,753,-0.003,-0.005,0.001,0.005,-0.004,-0.001,0.001,0.006,-0.74,-0.8,-0.009,0.005,-0.006,0.008,-1.56
"Alexander Johnson","MIA",2008,549,-0.004,-0.003,0.001,0.003,-0.002,-0.001,0.002,0.004,-0.57,-0.48,-0.007,0.004,-0.003,0.007,-1.06
"Alexey Shved","HOU, NYK, PHI",2015,767,-0.005,0.002,0.006,-0.003,0.006,0,-0.002,-0.007,0.23,0.01,-0.002,0.003,0.006,-0.01,0.15
"Alexey Shved","MIN",2013,1840,0.007,0.003,0.001,-0.003,0.004,0.006,-0.003,0,2.73,2.23,0.009,-0.002,0.011,-0.003,4.64
"Alexey Shved","MIN",2014,664,-0.001,0.001,0.003,-0.001,0.002,0.001,-0.001,-0.004,0.33,0.41,0,0.001,0.003,-0.006,0.67
"Alexis Ajinca","CHA",2009,182,0.003,0.001,0.002,-0.002,-0.002,0.004,-0.003,0.001,0.31,0.56,0.004,0,0.003,-0.002,0.85
"Alexis Ajinca","CHA",2010,30,0,0.001,0,-0.001,0,0,0,0,0.02,0.09,0.001,0,0,0,0.11
"Alexis Ajinca","DAL, TOR",2011,340,0.001,0.006,0,-0.007,-0.001,-0.001,-0.003,0.006,0.11,0.8,0.008,-0.007,-0.002,0.004,0.91
"Alexis Ajinca","NOP",2014,951,0.003,0.002,-0.004,-0.001,-0.009,-0.003,0.01,0.013,-0.4,0.33,0.005,-0.005,-0.013,0.024,-0.08
"Alexis Ajinca","NOP",2015,843,0.002,0.003,-0.004,0,-0.009,-0.003,0.01,0.009,-0.25,0.39,0.005,-0.003,-0.012,0.02,0.12
"Allan Houston","NYK",2001,2858,-0.001,-0.01,0.009,-0.009,-0.001,-0.007,-0.019,-0.012,-0.61,-2.68,-0.013,-0.001,-0.009,-0.033,-3.51
"Allan Houston","NYK",2002,2914,0.006,-0.008,0.01,-0.009,0.001,-0.005,-0.024,-0.009,0.47,-2.39,-0.004,0,-0.005,-0.034,-2.23
"Allan Houston","NYK",2003,3108,0.01,-0.01,0.015,-0.006,0.001,-0.001,-0.023,-0.009,1.16,-2.09,-0.003,0.006,0,-0.034,-1.31
"Allan Houston","NYK",2004,1799,0.005,-0.003,0.011,-0.003,0.007,0.005,-0.015,-0.012,1.84,-0.53,0,0.006,0.012,-0.029,0.95
"Allan Houston","NYK",2005,532,0.001,-0.002,0.004,-0.001,0.002,0.002,-0.006,-0.004,0.36,-0.3,-0.002,0.002,0.004,-0.012,-0.03
"Allan Ray","BOS",2007,710,-0.004,-0.003,-0.003,0.001,0.001,0.007,0.004,-0.001,-0.83,0.39,-0.007,-0.002,0.009,0.003,-0.39
"Allen Crabbe","POR",2014,100,0,0,-0.001,-0.001,0,-0.001,-0.002,0,-0.14,-0.03,0,-0.001,-0.001,-0.002,-0.16
"Allen Crabbe","POR",2015,534,-0.004,-0.002,0,-0.005,0.001,-0.001,-0.011,0.001,-0.9,-0.19,-0.006,-0.005,0,-0.009,-1.05
"Allen Iverson","DEN",2008,3424,-0.005,0,0.017,-0.003,0.012,0.001,-0.021,-0.018,0.56,-0.46,-0.005,0.012,0.013,-0.043,-0.13
"Allen Iverson","DEN, DET",2009,2093,-0.003,0,0.01,-0.005,0.006,-0.001,-0.022,-0.021,0.35,-1.11,-0.004,0.003,0.005,-0.046,-1
"Allen Iverson","DEN, PHI",2007,2761,0.01,-0.001,0.019,-0.006,0.018,0.006,-0.02,-0.018,4.28,-0.3,0.007,0.01,0.025,-0.04,3.36
"Allen Iverson","MEM, PHI",2010,865,-0.004,0.002,0.002,-0.004,0,-0.001,-0.015,-0.005,-1.23,-0.05,-0.002,-0.002,-0.001,-0.022,-1.21
"Allen Iverson","PHI",2001,2979,0.001,0.005,0.011,-0.001,0.015,0.01,-0.008,-0.024,2.88,1,0.006,0.008,0.026,-0.035,3.48
"Allen Iverson","PHI",2002,2622,-0.003,-0.001,0.017,-0.005,0.008,0.007,-0.004,-0.016,1.72,-0.17,-0.004,0.01,0.015,-0.022,1.21
"Allen Iverson","PHI",2003,3485,-0.015,0.001,0.015,-0.008,0.011,0.007,0,-0.013,-0.06,-0.13,-0.014,0.006,0.018,-0.016,-0.34
"Allen Iverson","PHI",2004,2040,-0.009,-0.007,0.023,-0.018,0.014,0.003,-0.001,-0.018,1.35,-2.58,-0.016,0.003,0.018,-0.021,-1.65
"Allen Iverson","PHI",2005,3174,0,0.002,0.022,-0.019,0.022,0.009,-0.021,-0.026,2.91,-0.52,0.001,0.001,0.031,-0.051,1.9
