"Name","Tm","Season","MP","EFG.O","EFG.D","FT.O","FT.D","TOV.O","TOV.D","REB.O","REB.D","MRG.O","MRG.D","EFG","FT","TOV","REB","NET"
"Taj Gibson","CHI",2011,1742,-0.006,0.009,-0.007,-0.001,-0.001,-0.008,0.032,0.011,0.26,1.07,0.004,-0.008,-0.01,0.044,1.23
"Taj Gibson","CHI",2012,1284,-0.006,0.014,-0.002,-0.003,-0.004,-0.003,0.027,0.009,0.07,2.31,0.01,-0.005,-0.007,0.037,2.39
"Taj Gibson","CHI",2013,1459,-0.01,0.018,0.005,-0.002,-0.006,-0.002,0.032,0.003,-0.39,2.59,0.01,0.002,-0.008,0.035,2.26
"Taj Gibson","CHI",2014,2351,-0.002,0.014,-0.004,0.006,-0.009,0,0.04,0.002,0.66,2.57,0.013,0.002,-0.009,0.042,3.13
"Taj Gibson","CHI",2015,1451,-0.002,0.006,-0.004,0.007,-0.009,-0.004,0.025,0.005,-0.07,0.89,0.004,0.003,-0.013,0.031,0.77
"Tamar Slay","CHA",2005,78,-0.001,0,0,-0.001,0,0.001,0.003,-0.001,0.05,0,-0.001,0,0.001,0.002,0.04
"Tamar Slay","NJN",2003,274,-0.001,-0.003,0,-0.006,-0.002,0.001,0.003,-0.002,-0.34,-0.74,-0.004,-0.006,-0.001,0,-1.09
"Tamar Slay","NJN",2004,165,0,-0.001,0,-0.003,-0.001,0.002,0.002,-0.002,-0.1,-0.24,-0.002,-0.003,0.001,0,-0.35
"Tang Hamilton","MIA",2002,98,-0.002,0.001,-0.001,-0.001,0,0.002,0,-0.003,-0.34,0.18,0,-0.001,0.002,-0.003,-0.12
"Tarence Kinsey","CLE",2009,277,-0.003,0.002,0.002,-0.005,-0.002,0,0.003,-0.003,-0.37,-0.12,-0.001,-0.003,-0.002,-0.001,-0.48
"Tarence Kinsey","MEM",2007,967,0,-0.003,0.012,-0.001,-0.001,0.004,-0.012,-0.004,0.15,0.57,-0.003,0.01,0.003,-0.017,0.66
"Tarence Kinsey","MEM",2008,96,-0.001,0,0.001,-0.001,0,0,0,-0.001,-0.07,-0.01,-0.001,0.001,0,-0.001,-0.08
"Tarik Black","HOU, LAL",2015,932,-0.003,0,-0.001,0.01,-0.01,0,0.017,0.015,-1.09,0.97,-0.002,0.009,-0.01,0.033,-0.02
"Tariq Abdul-Wahad","DAL",2003,204,0.001,0,-0.002,-0.001,0.001,0.001,0,0.001,0.23,0.22,0.001,-0.002,0.002,0.001,0.42
"Tariq Abdul-Wahad","DAL, DEN",2002,441,-0.003,-0.001,-0.003,-0.002,0.001,0.002,0.002,-0.002,-0.45,0.1,-0.004,-0.004,0.004,-0.001,-0.33
"Tariq Abdul-Wahad","DEN",2001,420,-0.005,-0.001,-0.001,0,0.001,0.002,0.001,-0.004,-0.77,-0.17,-0.005,-0.001,0.002,-0.003,-0.9
"Taurean Green","DEN, POR",2008,74,0.003,0,0.002,-0.001,0.001,-0.001,0.001,0.001,0.7,-0.03,0.002,0.001,0,0.002,0.59
"Taylor Griffin","PHO",2010,32,0,0,0.002,-0.001,0,-0.001,-0.002,0,0,-0.05,0,0.001,-0.001,-0.002,-0.06
"Tayshaun Prince","BOS, DET, MEM",2015,1233,-0.011,-0.001,-0.002,0.006,0.006,-0.007,-0.014,0.001,-2,-0.23,-0.011,0.004,-0.002,-0.013,-2.12
"Tayshaun Prince","DET",2003,435,-0.003,0.003,-0.002,0.003,-0.001,-0.001,-0.003,0,-0.72,0.4,0,0.001,-0.002,-0.002,-0.26
"Tayshaun Prince","DET",2004,2701,-0.009,0.006,-0.006,0.011,0.004,-0.006,0.004,-0.002,-1.2,0.56,-0.003,0.005,-0.003,0.001,-0.63
"Tayshaun Prince","DET",2005,3039,0.001,-0.001,0.002,0.005,0.013,-0.002,0.008,0.001,1.7,-0.33,-0.001,0.006,0.011,0.009,1.02
"Tayshaun Prince","DET",2006,2898,0.001,0.008,0.013,-0.006,0.019,0.006,0.014,-0.006,2.81,1.29,0.009,0.006,0.025,0.007,3.71
"Tayshaun Prince","DET",2007,3001,-0.012,0.01,0.008,0.002,0.016,0.005,0.006,-0.015,0.52,1.17,-0.001,0.008,0.021,-0.011,1.55
"Tayshaun Prince","DET",2008,2694,-0.012,0.004,0.007,0.004,0.008,0.004,0.007,-0.019,-0.46,0.44,-0.007,0.01,0.012,-0.014,-0.09
"Tayshaun Prince","DET",2009,3057,0,-0.001,0.011,0.006,0.006,0,-0.007,-0.01,0.91,-0.33,-0.002,0.016,0.006,-0.019,0.32
"Tayshaun Prince","DET",2010,1664,0.004,-0.004,0.006,-0.002,0.001,0,0.009,-0.011,1.09,-1.5,-0.002,0.003,0.001,-0.004,-0.72
"Tayshaun Prince","DET",2011,2562,0.003,-0.001,0.001,-0.011,0.002,0.001,0.006,-0.023,0.87,-1.92,0.001,-0.01,0.003,-0.02,-1.38
"Tayshaun Prince","DET",2012,2087,0.006,0.007,0.002,-0.007,0.007,-0.005,0.005,-0.017,1.99,-0.39,0.012,-0.006,0.001,-0.015,1.22
"Tayshaun Prince","DET, MEM",2013,2631,0.003,0.007,0.003,-0.002,0.004,-0.009,-0.021,-0.012,-0.03,-0.01,0.01,0.001,-0.006,-0.035,-0.18
"Tayshaun Prince","MEM",2014,1948,-0.006,0.008,0.001,0.005,0.005,-0.012,-0.018,-0.004,-1.08,0.31,0.003,0.006,-0.007,-0.023,-0.79
"Terence Morris","HOU",2002,1110,-0.006,-0.002,-0.012,0.008,-0.002,-0.005,0.009,-0.012,-1.56,-1.29,-0.008,-0.003,-0.008,-0.005,-2.83
"Terence Morris","HOU",2003,632,-0.004,-0.002,-0.004,0.002,-0.001,-0.003,0.005,-0.006,-0.73,-0.96,-0.006,-0.002,-0.005,-0.003,-1.71
"Terence Morris","ORL",2006,192,-0.002,0.001,0,0.001,0.001,0,0.001,0.003,-0.13,0.41,-0.001,0.001,0.001,0.004,0.3
"Terrance Roberson","CHH",2001,13,-0.001,-0.001,0,-0.001,0,0,0.001,-0.001,-0.13,-0.24,-0.002,-0.001,0,-0.001,-0.37
"Terrel Harris","MIA",2012,318,-0.001,-0.003,-0.002,0,-0.004,0.002,0.002,-0.001,-0.77,-0.07,-0.004,-0.002,-0.002,0.001,-0.78
"Terrel Harris","MIA, NOH",2013,137,-0.001,-0.001,-0.001,0,-0.001,0.001,0.001,-0.001,-0.35,-0.08,-0.002,-0.001,-0.001,0,-0.4
"Terrell Brandon","MIN",2001,2821,-0.006,0.004,-0.009,-0.007,0.012,0.012,-0.02,-0.017,-1.09,0.83,-0.002,-0.015,0.025,-0.04,-0.25
"Terrell Brandon","MIN",2002,962,-0.007,0,-0.001,-0.007,0.005,0.007,-0.003,-0.008,-0.92,-0.04,-0.006,-0.008,0.012,-0.012,-0.94
"Terrence Jones","HOU",2013,276,0,-0.002,-0.002,0.003,0,-0.002,0.001,-0.001,-0.12,-0.38,-0.002,0.001,-0.002,0,-0.53
"Terrence Jones","HOU",2014,2078,0.002,-0.004,-0.009,0.02,-0.001,-0.012,0.012,-0.004,-0.12,-1.09,-0.004,0.011,-0.014,0.007,-1.4
"Terrence Jones","HOU",2015,688,0.003,-0.003,-0.004,0.012,-0.002,-0.004,-0.001,-0.006,-0.27,-0.44,-0.001,0.008,-0.007,-0.007,-0.76
"Terrence Ross","TOR",2013,1239,-0.003,0,-0.001,-0.004,0.004,0,-0.012,-0.007,-0.23,-0.67,-0.003,-0.006,0.004,-0.02,-1
"Terrence Ross","TOR",2014,2159,-0.001,-0.001,-0.001,-0.008,0.008,-0.003,-0.018,-0.017,0.23,-1.67,-0.003,-0.009,0.005,-0.037,-1.69
"Terrence Ross","TOR",2015,1867,0.007,-0.006,0.003,-0.01,0.009,-0.006,-0.015,-0.013,1.75,-2.05,-0.001,-0.007,0.002,-0.029,-0.72
"Terrence Williams","BOS",2013,318,-0.003,0.002,-0.002,-0.002,-0.001,0,-0.002,-0.004,-0.97,-0.1,-0.001,-0.005,-0.001,-0.006,-0.99
"Terrence Williams","HOU, NJN",2011,290,-0.003,0,0.001,-0.002,0,-0.001,0,-0.002,-0.46,-0.16,-0.002,-0.002,-0.001,-0.002,-0.6
"Terrence Williams","HOU, SAC",2012,550,-0.006,0.003,-0.002,-0.006,-0.002,-0.001,0.001,-0.004,-1.52,-0.06,-0.002,-0.008,-0.003,-0.004,-1.46
"Terrence Williams","NJN",2010,1764,-0.018,0.006,0.001,-0.007,0,0,-0.005,-0.004,-2.16,1.17,-0.01,-0.006,-0.001,-0.01,-0.83
"Terry Davis","DEN",2001,228,-0.004,-0.001,0,-0.005,-0.003,-0.002,0.002,0.004,-1.12,-0.67,-0.005,-0.005,-0.005,0.006,-1.72
"Terry Mills","IND",2001,113,-0.004,-0.001,0,0,-0.002,0,-0.002,0.003,-0.85,-0.13,-0.005,0,-0.002,0.001,-0.91
"Terry Porter","SAS",2001,1678,0.001,0.003,0.005,0.003,0.005,0.003,-0.007,-0.008,0.91,0.59,0.003,0.008,0.009,-0.016,1.31
"Terry Porter","SAS",2002,1294,0,0.004,0.005,0.002,0.003,0.001,-0.007,-0.009,0.41,0.59,0.004,0.007,0.004,-0.017,0.89
"Thabo Sefolosha","ATL",2015,873,0.001,-0.002,-0.003,0.003,-0.002,0.004,0.001,0.005,-0.23,0.52,-0.002,0,0.001,0.007,0.27
"Thabo Sefolosha","CHI",2007,868,-0.002,0.004,-0.004,-0.005,-0.003,0.009,-0.012,0.004,-1.45,1.45,0.002,-0.009,0.006,-0.007,0.16
"Thabo Sefolosha","CHI",2008,1436,-0.004,0.003,-0.006,-0.01,-0.005,0.014,-0.008,-0.002,-2.08,1.21,-0.001,-0.016,0.009,-0.01,-0.69
"Thabo Sefolosha","CHI, OKC",2009,1453,-0.002,0.002,-0.004,-0.008,-0.005,0.012,-0.009,0.002,-1.75,1.33,0,-0.012,0.008,-0.007,-0.27
"Thabo Sefolosha","OKC",2010,2348,0,0,-0.002,-0.009,-0.004,0.016,-0.006,0.005,-0.92,1.06,-0.001,-0.01,0.014,0,0.14
"Thabo Sefolosha","OKC",2011,2049,0.001,-0.003,-0.001,0,-0.005,0.017,-0.025,0.012,-1.69,1.4,-0.003,-0.001,0.013,-0.011,-0.19
"Thabo Sefolosha","OKC",2012,914,0.005,-0.006,0.004,0.004,-0.001,0.005,-0.009,0.006,0.58,-0.07,-0.002,0.007,0.005,-0.002,0.38
"Thabo Sefolosha","OKC",2013,2229,0.007,-0.006,-0.005,0.005,-0.002,0.009,-0.012,0.003,0.21,0.49,-0.001,0,0.008,-0.009,0.56
"Thabo Sefolosha","OKC",2014,1584,0.002,-0.003,-0.004,0.005,-0.002,0.006,0.003,0.005,-0.05,0.78,-0.002,0,0.004,0.008,0.66
"Thaddeus Young","BRK, MIN",2015,2104,0.004,-0.007,-0.003,0.008,0.003,0.015,-0.001,-0.005,0.39,0.54,-0.006,0.005,0.019,-0.007,0.77
"Thaddeus Young","PHI",2008,1554,0.001,0.004,-0.009,0.008,0.001,0.009,0.005,0.009,-0.45,2.33,0.005,-0.001,0.011,0.016,1.93
"Thaddeus Young","PHI",2009,2580,0,-0.004,-0.009,0.01,0,0.011,0.009,0.005,-0.26,1.24,-0.004,0.001,0.012,0.015,0.92
"Thaddeus Young","PHI",2010,2145,-0.01,-0.003,-0.006,0.008,0.001,0.011,0.013,0,-0.97,1.57,-0.013,0.002,0.013,0.013,0.63
"Thaddeus Young","PHI",2011,2135,-0.005,0,-0.003,0.008,0.005,0.006,0.017,-0.002,1.25,1.15,-0.006,0.005,0.011,0.016,2.17
"Thaddeus Young","PHI",2012,1755,0.004,0.005,-0.008,0.002,0.009,0.002,0.006,-0.001,1.71,1.25,0.009,-0.006,0.011,0.005,2.7
"Thaddeus Young","PHI",2013,2629,0.005,0.003,-0.016,0.008,0.01,0.006,-0.005,-0.002,1.06,1.61,0.007,-0.007,0.017,-0.007,2.49
"Thaddeus Young","PHI",2014,2718,0.006,-0.006,-0.007,0.008,0.002,0.012,-0.001,-0.011,0.6,0.34,-0.002,0.001,0.016,-0.014,0.75
"Theo Ratliff","ATL",2002,82,0,0,0,0.001,-0.001,0,0,0.001,-0.14,0.16,0,0.001,-0.001,0,0.04
"Theo Ratliff","ATL",2003,2518,-0.013,0.014,-0.003,0.02,-0.013,0,0.002,0.006,-3.53,2.9,0.003,0.017,-0.013,0.009,-0.25
"Theo Ratliff","ATL, POR",2004,2664,-0.007,0.009,-0.013,0.028,-0.015,-0.001,0.008,0.012,-2.76,3.44,0.004,0.015,-0.016,0.022,1
"Theo Ratliff","BOS",2007,44,0,0,0,0.001,0,0,0,0,-0.08,0.05,0,0,0,0.001,-0.02
"Theo Ratliff","CHA, SAS",2010,807,0.004,0.002,-0.009,0.007,-0.006,-0.004,0.002,-0.003,-0.11,-0.12,0.006,-0.001,-0.01,-0.001,-0.29
"Theo Ratliff","DET, MIN",2008,437,0,0.002,-0.003,0.002,-0.002,-0.002,0.006,0.001,0.03,0.13,0.002,-0.001,-0.004,0.006,0.12
"Theo Ratliff","LAL",2011,71,0,0,-0.001,0.001,-0.001,0,0,0,-0.1,-0.04,0,0,-0.001,0,-0.13
"Theo Ratliff","PHI",2001,1800,0,0.01,-0.001,0.027,-0.025,-0.004,0.004,0.013,-3.3,3.15,0.01,0.025,-0.029,0.019,0.23
"Theo Ratliff","PHI",2009,579,0.001,0.001,-0.006,0.005,-0.004,-0.002,0.003,-0.002,-0.34,-0.16,0.001,0,-0.007,0.001,-0.51
"Theo Ratliff","POR",2005,1731,-0.004,0.012,-0.013,0.022,-0.013,-0.001,0.01,0.006,-2.43,2.89,0.009,0.009,-0.015,0.017,0.73
"Theo Ratliff","POR",2006,1301,0.002,0.005,-0.01,0.02,-0.009,-0.001,0.006,0.016,-1.06,2.56,0.007,0.01,-0.01,0.024,1.65
"Theron Smith","CHA",2005,510,-0.005,0.001,-0.004,-0.002,-0.003,-0.001,0.005,0.003,-1.25,-0.22,-0.003,-0.006,-0.005,0.009,-1.38
"Theron Smith","MEM",2004,178,-0.002,0,-0.001,-0.001,-0.001,0,0.001,0.001,-0.56,-0.05,-0.002,-0.002,-0.002,0.003,-0.57
"Thomas Gardner","ATL",2009,98,-0.002,0.002,-0.001,-0.001,-0.001,0.002,-0.003,-0.001,-0.48,0.5,0,-0.002,0.001,-0.004,0.09
"Thomas Gardner","CHI",2008,45,-0.001,0.001,-0.001,0,0,0.001,-0.001,0,-0.21,0.22,0,-0.001,0,-0.002,0.04
"Thomas Robinson","HOU, SAC",2013,1056,-0.008,-0.001,-0.006,0.004,-0.005,0.002,0.026,0.009,-1.26,0.36,-0.008,-0.001,-0.002,0.036,-0.82
"Thomas Robinson","PHI, POR",2015,661,-0.005,-0.003,-0.008,0.004,-0.002,0,0.012,0.002,-0.88,-0.05,-0.007,-0.003,-0.002,0.015,-0.89
"Thomas Robinson","POR",2014,873,-0.006,-0.002,-0.006,0.004,-0.005,0.002,0.017,0.008,-1.25,0.17,-0.008,-0.002,-0.002,0.026,-1
"Tiago Splitter","SAS",2011,738,0.001,0.003,-0.005,0.005,-0.006,-0.003,0.003,0.006,-0.74,0.62,0.004,0,-0.009,0.01,-0.07
"Tiago Splitter","SAS",2012,1121,0.004,0.005,-0.003,0.004,-0.006,-0.001,-0.005,0.006,-0.18,1.16,0.009,0.001,-0.008,0.002,0.97
"Tiago Splitter","SAS",2013,1997,-0.001,0.014,-0.01,0.011,-0.004,-0.003,-0.006,0.012,-0.52,2.84,0.014,0.001,-0.007,0.007,2.37
"Tiago Splitter","SAS",2014,1271,-0.002,0.006,-0.006,0.006,0,0.001,-0.001,0.01,-0.2,1.77,0.005,0,0.001,0.01,1.58
"Tiago Splitter","SAS",2015,951,-0.005,0.004,-0.006,0.003,0.002,0.001,0.003,0.005,-0.49,0.95,0,-0.003,0.003,0.009,0.49
"Tierre Brown","CLE",2003,168,-0.002,0,-0.001,0,0,0.001,-0.002,0,-0.51,0.09,-0.002,-0.001,0.001,-0.001,-0.38
"Tierre Brown","HOU",2002,403,-0.004,0,0,-0.001,0.001,0.001,-0.004,0.002,-0.6,0.16,-0.004,0,0.003,-0.002,-0.4
"Tierre Brown","LAL",2005,1066,-0.005,0.003,-0.011,0.003,0,-0.011,-0.008,0.002,-1.72,-0.69,-0.001,-0.007,-0.012,-0.005,-2.34
"Tierre Brown","NOH",2004,17,0,0,0,0,0,0,0,0,-0.02,0,0,0,0,0,-0.03
"Tim Duncan","SAS",2001,3174,0.014,0.017,0.012,0.013,-0.008,-0.005,0.006,0.028,2.68,4.54,0.03,0.023,-0.014,0.037,7.01
"Tim Duncan","SAS",2002,3329,0.019,0.019,0.013,0.012,0.001,-0.007,0.019,0.025,5.32,4.4,0.037,0.022,-0.007,0.047,9.21
"Tim Duncan","SAS",2003,3181,0.018,0.014,0.004,0.009,-0.004,-0.006,0.016,0.016,4.2,3.33,0.032,0.012,-0.01,0.034,7.1
"Tim Duncan","SAS",2004,2527,0.015,0.018,-0.003,0.007,-0.007,-0.005,0.024,0.011,3.34,3.55,0.033,0.004,-0.012,0.037,6.56
"Tim Duncan","SAS",2005,2203,0.005,0.015,-0.01,0.009,-0.006,-0.006,0.021,0.026,0.72,3.49,0.021,-0.001,-0.013,0.05,4.16
"Tim Duncan","SAS",2006,2784,0.006,0.017,-0.005,0.02,-0.001,-0.005,0.014,0.027,2.1,4.35,0.023,0.014,-0.006,0.045,6.29
"Tim Duncan","SAS",2007,2726,0.009,0.014,-0.008,0.013,-0.003,-0.005,0.019,0.033,1.79,3.68,0.023,0.005,-0.008,0.056,5.31
"Tim Duncan","SAS",2008,2651,0.018,0.01,-0.004,0.017,-0.009,-0.005,0.015,0.024,2.46,2.81,0.026,0.013,-0.014,0.042,5
"Tim Duncan","SAS",2009,2524,0.013,0.004,-0.007,0.024,-0.011,-0.009,0.012,0.028,0.45,2.05,0.015,0.017,-0.021,0.044,2.41
"Tim Duncan","SAS",2010,2438,0.011,0.005,-0.007,0.02,-0.01,-0.01,0.004,0.026,-0.44,2.49,0.015,0.013,-0.02,0.034,2.07
"Tim Duncan","SAS",2011,2156,0.001,0.008,-0.007,0.016,-0.006,-0.008,0.008,0.04,-1.53,3.59,0.01,0.01,-0.015,0.052,2.25
"Tim Duncan","SAS",2012,1634,0.004,0.009,-0.002,0.005,-0.006,-0.006,0.008,0.024,0.4,2.72,0.013,0.003,-0.013,0.035,3.09
"Tim Duncan","SAS",2013,2078,0.001,0.011,-0.005,0.009,-0.005,-0.011,0.008,0.032,0.29,2.91,0.012,0.005,-0.017,0.045,3.16
"Tim Duncan","SAS",2014,2158,0.004,0.007,-0.003,0.007,-0.006,-0.015,0.012,0.03,0.81,1.35,0.011,0.005,-0.023,0.046,1.98
"Tim Duncan","SAS",2015,1978,0.002,0.002,0.004,0.005,-0.007,-0.016,0.003,0.031,-0.15,0.22,0.003,0.009,-0.025,0.038,-0.05
"Tim Hardaway","DAL, DEN",2002,1601,-0.015,0.001,0.008,0.001,0.007,0.004,-0.017,-0.018,-1.51,-0.17,-0.012,0.008,0.01,-0.038,-1.65
"Tim Hardaway","IND",2003,127,-0.001,0,0.001,0,0.001,0,-0.001,-0.001,-0.11,-0.16,-0.002,0.001,0,-0.003,-0.28
"Tim Hardaway","MIA",2001,2613,-0.018,0.004,0.009,0,0.005,0.002,-0.026,-0.024,-2.11,-0.23,-0.012,0.007,0.007,-0.053,-2.27
"Tim Hardaway","NYK",2014,1875,-0.019,0.002,-0.001,0,0.006,-0.004,-0.011,-0.02,-3.22,-1.62,-0.015,-0.001,0.001,-0.033,-4.71
"Tim Hardaway","NYK",2015,1483,-0.013,0.002,0.003,0,0.005,-0.004,-0.009,-0.015,-2.11,-1.09,-0.01,0.002,0.001,-0.027,-3.13
"Tim James","CHH",2001,197,-0.002,0.003,-0.002,0,0,0,0.006,0,0.16,0.52,0.001,-0.001,0.001,0.006,0.67
"Tim James","PHI",2002,41,0,0,0,0,0,0,0.001,0,0.03,0.09,0,0,0,0.001,0.12
"Tim Ohlbrecht","HOU",2013,12,0,0,0.001,-0.001,-0.001,0,0,0,-0.14,-0.05,-0.001,0,-0.001,0,-0.18
"Tim Thomas","CHI, LAC, NYK",2009,1247,-0.002,0.005,-0.002,0.001,-0.003,-0.007,0.001,0.009,-0.58,0.92,0.003,-0.001,-0.01,0.011,0.36
"Tim Thomas","CHI, PHO",2006,666,0.002,0,-0.004,0.001,0,0,-0.004,0.002,0.11,0.04,0.001,-0.002,-0.001,-0.002,0.09
"Tim Thomas","DAL",2010,285,0,0.002,-0.001,0,0,-0.002,0.002,0.002,0.02,0.18,0.001,-0.001,-0.002,0.003,0.18
"Tim Thomas","LAC",2007,2054,0.001,0.003,-0.009,0.003,-0.004,-0.008,-0.009,0.012,-0.88,0.34,0.004,-0.006,-0.012,0.005,-0.57
"Tim Thomas","LAC",2008,1940,-0.002,0.017,-0.001,0.003,-0.004,-0.011,-0.005,0.006,-0.89,2.54,0.017,0.002,-0.016,0.001,1.73
"Tim Thomas","MIL",2001,2086,-0.002,0.007,0.007,-0.005,0,-0.007,0.003,-0.006,1.08,-0.29,0.005,0.001,-0.008,-0.003,0.51
"Tim Thomas","MIL",2002,1987,0,0.002,0,-0.002,-0.001,-0.005,-0.004,-0.002,0.41,-0.51,0.002,-0.003,-0.007,-0.006,-0.31
"Tim Thomas","MIL",2003,2358,-0.001,-0.002,-0.007,0.002,-0.001,0,-0.004,-0.001,0.02,0.02,-0.004,-0.005,-0.001,-0.005,-0.11
"Tim Thomas","MIL, NYK",2004,2089,0.003,-0.007,-0.012,0.002,-0.004,0.004,-0.008,0,-0.18,-0.2,-0.006,-0.009,0.001,-0.008,-0.51
"Tim Thomas","NYK",2005,1940,0.006,-0.006,-0.008,0.004,0,0.003,-0.013,0.004,0.75,0.17,-0.001,-0.003,0.003,-0.009,0.7
"Timofey Mozgov","CLE, DEN",2015,1861,0.006,0.005,-0.012,0.02,-0.012,-0.011,0.037,0.019,1.08,1.45,0.011,0.009,-0.023,0.059,2.35
"Timofey Mozgov","DEN",2012,687,-0.001,-0.003,-0.001,0.007,-0.007,-0.002,0.008,-0.005,-0.39,-0.7,-0.005,0.006,-0.01,0.002,-1.14
"Timofey Mozgov","DEN",2013,366,0,0,-0.001,0.003,-0.003,-0.002,0.004,0.001,-0.17,-0.08,0,0.001,-0.005,0.005,-0.26
"Timofey Mozgov","DEN",2014,1770,0.005,0.008,-0.014,0.018,-0.015,-0.013,0.033,0.019,0.17,1.67,0.013,0.005,-0.029,0.055,1.77
"Timofey Mozgov","DEN, NYK",2011,524,-0.001,-0.003,0,0.007,-0.005,-0.001,0.006,-0.002,-0.28,-0.51,-0.004,0.006,-0.007,0.004,-0.82
"Tito Maddox","HOU",2003,35,0,-0.001,0,0,0,0,0,0,-0.04,-0.14,-0.001,0,0,0,-0.18
"Tobias Harris","MIL",2012,479,-0.001,-0.002,-0.003,-0.003,-0.001,0,0.002,0,-0.08,-0.27,-0.003,-0.005,0,0.002,-0.38
"Tobias Harris","MIL, ORL",2013,1299,-0.005,-0.007,-0.003,0,0.004,-0.001,0.006,-0.002,-0.14,-1,-0.012,-0.004,0.003,0.004,-1.28
"Tobias Harris","ORL",2014,1850,-0.008,-0.006,-0.005,0,0.007,-0.003,-0.002,-0.005,-0.8,-1.22,-0.015,-0.006,0.004,-0.008,-2.14
"Tobias Harris","ORL",2015,2118,-0.005,-0.008,-0.002,0.007,0.004,-0.009,-0.008,-0.01,-0.78,-2.12,-0.014,0.004,-0.006,-0.02,-3.07
"Todd Day","MIN",2001,345,0.003,-0.003,-0.002,-0.001,0,-0.001,-0.002,-0.002,0.03,-0.65,0,-0.002,-0.001,-0.005,-0.68
"Todd Fuller","MIA",2001,77,0.001,0.001,0,-0.001,-0.001,0,-0.001,-0.001,0.09,-0.04,0.001,-0.002,-0.001,-0.002,0.04
"Todd MacCulloch","NJN",2002,1502,-0.003,0.003,-0.017,0.008,-0.009,-0.007,0.013,0.009,-2.02,0.63,0,-0.007,-0.016,0.024,-1.25
"Todd MacCulloch","PHI",2001,597,0.002,0.002,-0.002,0.002,-0.002,-0.003,0.006,0.008,0.27,0.46,0.003,0,-0.005,0.015,0.68
"Todd MacCulloch","PHI",2003,812,0.002,-0.002,-0.014,0.007,-0.007,-0.001,0.006,0.003,-1.12,0.02,0,-0.006,-0.008,0.009,-1.04
"Tom Gugliotta","ATL, BOS",2005,966,-0.01,-0.001,-0.013,0,-0.003,0.004,-0.006,0.006,-3.02,0.19,-0.011,-0.012,0.001,0.001,-2.57
"Tom Gugliotta","PHO",2001,1159,-0.011,0.002,-0.008,0.015,-0.002,0.001,-0.01,0.006,-2.66,1.39,-0.008,0.007,-0.001,-0.003,-1.01
"Tom Gugliotta","PHO",2002,1129,-0.012,-0.001,-0.008,0.013,-0.004,0,-0.006,0.002,-2.97,0.48,-0.012,0.005,-0.004,-0.004,-2.23
"Tom Gugliotta","PHO",2003,447,-0.005,0,-0.006,0.004,-0.004,0,-0.001,-0.001,-1.46,0.02,-0.004,-0.001,-0.004,-0.002,-1.32
"Tom Gugliotta","PHO, UTA",2004,819,-0.01,-0.002,-0.011,0.001,-0.004,0.001,-0.004,0.004,-2.79,-0.21,-0.012,-0.009,-0.002,0,-2.77
"Tom Hammonds","MIN",2001,30,0,-0.001,0.001,0,0.001,0.001,0,0,0.32,-0.08,-0.001,0,0.002,0.001,0.19
"Toney Douglas","GSW, MIA",2014,675,0.005,0,-0.002,-0.003,0.002,0.003,-0.003,-0.003,1.14,-0.03,0.004,-0.005,0.005,-0.006,0.94
"Toney Douglas","HOU, SAC",2013,1289,0.008,0,-0.003,-0.004,0.002,0.006,-0.006,-0.01,1.6,0.02,0.007,-0.007,0.008,-0.017,1.36
"Toney Douglas","NOP",2015,79,0.001,0,0,0,0.001,0,-0.001,0,0.16,-0.01,0,0,0.001,-0.001,0.14
"Toney Douglas","NYK",2010,1087,-0.01,-0.002,-0.005,-0.001,0.006,0.005,0.004,-0.006,-0.89,-0.21,-0.011,-0.006,0.012,-0.003,-1.1
"Toney Douglas","NYK",2011,1971,-0.016,-0.002,-0.01,-0.003,0.013,0.008,0,-0.017,-1.47,-0.73,-0.018,-0.012,0.021,-0.02,-2.22
"Toney Douglas","NYK",2012,656,0,0.001,-0.002,-0.002,0.004,0.002,-0.001,-0.003,0.46,0.14,0.001,-0.004,0.006,-0.004,0.51
"Toni Kukoc","ATL",2002,1494,0.007,-0.001,-0.002,0.002,-0.001,0.002,0.001,-0.004,0.73,-0.05,0.004,-0.001,0.001,-0.004,0.49
"Toni Kukoc","ATL, PHI",2001,1597,0.006,-0.003,-0.003,0.003,0,0,0.002,0.002,1.15,-0.01,0.002,0,0,0.004,0.89
"Toni Kukoc","MIL",2003,1704,-0.003,0.001,0.002,-0.005,-0.001,0.005,0.003,-0.006,-0.77,-0.14,-0.002,-0.004,0.004,-0.004,-0.96
"Toni Kukoc","MIL",2004,1522,-0.01,0.006,0.002,-0.007,-0.003,0.002,0.003,-0.003,-1.65,0.42,-0.003,-0.005,-0.001,-0.001,-1.15
"Toni Kukoc","MIL",2005,1099,-0.009,0.002,-0.001,-0.005,0.001,-0.004,-0.006,0.003,-0.95,-0.35,-0.006,-0.005,-0.003,-0.003,-1.3
"Toni Kukoc","MIL",2006,1018,-0.008,0.001,0.002,-0.004,0.002,-0.006,-0.007,0.005,-0.72,-0.39,-0.006,-0.003,-0.005,-0.002,-1.13
"Tony Allen","BOS",2005,1262,0.011,-0.001,0.001,0.001,-0.003,0.01,0.006,0.005,1.37,1.48,0.007,0.002,0.008,0.012,2.69
"Tony Allen","BOS",2006,978,0.009,0,0.001,0.001,-0.005,0.007,0.002,0,0.72,1.18,0.008,0.001,0.003,0.002,1.81
